id,hhid,wt88,coll,hgc23,yearsr,fatherdec,offer
5225,5224,464561,0,12,79,Father not deceased,1
5229,5227,504784,1,14,79,Father not deceased,1
5230,5230,401776,0,12,80,Father not deceased,1
5231,5231,98334,0,12,81,Father not deceased,1
5232,5231,105225,0,12,82,Father not deceased,0
5233,5233,434963,1,12,80,Father not deceased,1
5235,5235,479247,1,13,82,Father not deceased,0
5237,5237,449745,0,12,81,Father not deceased,1
5244,5242,126603,1,15,79,Father not deceased,1
5245,5242,169902,1,15,80,Father not deceased,1
5246,5242,93571,1,14,81,Father not deceased,1
5249,5248,436227,1,13,80,Father not deceased,1
5250,5248,527062,1,15,82,Father not deceased,0
5253,5253,484077,1,14,82,Father not deceased,0
5258,5257,483274,0,12,81,Father deceased,1
5260,5260,524945,0,12,80,Father not deceased,1
5261,5261,109454,0,12,79,Father not deceased,1
5265,5264,115028,0,12,79,Father not deceased,1
5278,5277,138145,0,12,83,Father not deceased,0
5284,5282,556556,0,12,79,Father not deceased,1
5285,5285,449871,0,12,81,Father not deceased,1
5291,5288,437334,0,12,82,Father not deceased,0
5292,5292,411530,1,12,79,Father not deceased,1
5293,5293,511055,0,12,83,Father deceased,0
5297,5296,437334,0,12,81,Father not deceased,1
5298,5296,464714,0,12,82,Father not deceased,0
5300,5300,528399,1,15,82,Father not deceased,0
5301,5301,464714,0,12,81,Father not deceased,1
5303,5302,556556,0,12,80,Father not deceased,1
5305,5305,434282,0,12,80,Father not deceased,1
5306,5306,528399,0,11,83,Father not deceased,0
5310,5310,478382,1,16,81,Father not deceased,1
5313,5313,524830,0,12,82,Father not deceased,0
5314,5314,478382,1,14,81,Father not deceased,1
5316,5315,450197,0,12,80,Father not deceased,1
5317,5315,478382,0,12,81,Father not deceased,1
5318,5318,450197,1,14,80,Father deceased,1
5329,5328,683045,0,12,80,Father not deceased,1
5330,5328,570330,1,14,81,Father not deceased,1
5336,5335,465495,0,12,81,Father not deceased,1
5341,5340,462972,1,16,80,Father not deceased,1
5342,5340,565253,1,16,81,Father not deceased,1
5343,5343,561997,1,16,79,Father not deceased,1
5344,5343,565253,1,16,82,Father not deceased,0
5346,5345,471508,0,13,80,Father not deceased,1
5347,5347,471508,1,14,80,Father not deceased,1
5348,5347,542665,1,16,82,Father not deceased,0
5350,5350,468281,1,14,80,Father not deceased,1
5351,5350,476331,1,16,81,Father not deceased,1
5356,5356,403735,0,12,80,Father not deceased,1
5357,5356,487804,0,12,83,Father not deceased,0
5358,5358,119681,0,14,81,Father not deceased,1
5364,5362,403735,0,12,81,Father not deceased,1
5365,5362,487804,0,12,83,Father not deceased,0
5366,5366,574243,1,12,80,Father not deceased,1
5369,5368,491631,1,13,80,Father not deceased,1
5370,5368,547513,0,12,82,Father not deceased,0
5371,5371,523373,0,12,79,Father not deceased,1
5373,5372,471443,1,16,79,Father not deceased,1
5374,5372,585456,1,16,82,Father not deceased,0
5375,5375,136831,0,12,79,Father not deceased,1
5376,5376,532369,0,12,81,Father not deceased,1
5378,5377,585456,1,13,82,Father not deceased,0
5379,5379,513797,0,12,80,Father not deceased,1
5381,5381,523830,0,12,82,Father not deceased,0
5382,5382,509247,0,12,79,Father deceased,1
5383,5383,513797,1,13,80,Father not deceased,1
5385,5383,523830,0,12,82,Father not deceased,0
5386,5386,439881,1,16,79,Father not deceased,1
5387,5387,421818,1,15,80,Father not deceased,1
5388,5387,476331,1,16,81,Father not deceased,1
5392,5392,457776,0,12,81,Father not deceased,1
5393,5393,476331,1,15,81,Father not deceased,1
5394,5394,403735,1,16,80,Father not deceased,1
5395,5394,487804,1,16,82,Father not deceased,0
5396,5396,487433,0,12,79,Father not deceased,1
5398,5397,490257,1,13,81,Father not deceased,1
5399,5399,408950,0,12,80,Father not deceased,1
5401,5401,487433,0,12,79,Father not deceased,1
5404,5402,476331,1,13,81,Father not deceased,1
5408,5408,523830,0,12,82,Father not deceased,0
5410,5410,403735,1,16,81,Father not deceased,1
5411,5411,487804,0,12,82,Father not deceased,0
5412,5412,122427,0,12,79,Father not deceased,1
5417,5416,134327,1,12,80,Father not deceased,1
5418,5416,119681,0,12,81,Father not deceased,1
5419,5419,513797,1,17,79,Father not deceased,1
5420,5419,403735,1,16,81,Father not deceased,1
5424,5424,476175,0,12,79,Father not deceased,1
5426,5426,476331,0,14,81,Father not deceased,1
5428,5427,461117,1,14,79,Father not deceased,1
5429,5427,523830,0,12,82,Father not deceased,0
5431,5430,468281,1,13,79,Father not deceased,1
5435,5435,513797,0,12,79,Father not deceased,1
5436,5435,445138,0,12,81,Father not deceased,1
5438,5437,421818,1,16,79,Father not deceased,1
5439,5437,403735,1,16,80,Father not deceased,1
5440,5437,487804,0,12,82,Father not deceased,0
5441,5441,531583,1,14,79,Father not deceased,1
5442,5441,498712,1,15,81,Father not deceased,1
5443,5443,140219,0,12,79,Father not deceased,1
5445,5445,498712,1,14,82,Father not deceased,0
5450,5450,106293,0,12,80,Father not deceased,1
5451,5450,110182,0,12,80,Father not deceased,1
5453,5453,447812,1,12,79,Father not deceased,1
5454,5453,564040,0,12,82,Father not deceased,0
5456,5456,509199,0,12,82,Father not deceased,0
5460,5460,177472,0,11,79,Father deceased,1
5462,5462,97234,0,12,80,Father not deceased,1
5463,5462,124930,0,12,82,Father deceased,0
5464,5464,140451,1,13,83,Father not deceased,0
5467,5466,140451,0,12,81,Father not deceased,1
5470,5470,140219,0,12,81,Father not deceased,1
5471,5470,109800,0,12,82,Father not deceased,0
5474,5474,453875,1,13,80,Father deceased,1
5481,5481,484919,1,16,81,Father not deceased,1
5482,5482,148162,0,12,79,Father not deceased,1
5484,5483,136900,0,12,80,Father not deceased,1
5485,5483,154880,1,15,82,Father not deceased,0
5486,5486,453875,0,12,80,Father not deceased,1
5500,5500,524176,1,14,82,Father not deceased,0
5501,5501,491909,1,13,81,Father not deceased,1
5502,5502,482535,0,12,80,Father not deceased,1
5504,5504,158283,1,15,81,Father not deceased,1
5509,5509,535401,0,12,79,Father not deceased,1
5510,5509,489771,0,12,79,Father not deceased,1
5512,5511,526889,0,12,81,Father not deceased,1
5514,5514,524176,0,12,82,Father not deceased,0
5515,5515,126547,1,13,80,Father not deceased,1
5518,5516,154880,1,13,82,Father not deceased,0
5521,5521,131556,1,12,79,Father not deceased,1
5522,5521,103536,0,12,80,Father not deceased,1
5536,5536,136862,0,12,79,Father not deceased,1
5537,5536,131601,0,12,81,Father not deceased,1
5538,5536,139625,0,12,83,Father not deceased,0
5539,5536,188145,0,12,83,Father not deceased,0
5540,5540,511556,1,14,81,Father not deceased,1
5543,5543,627394,1,16,80,Father not deceased,1
5544,5544,519608,0,12,79,Father not deceased,1
5546,5546,603449,0,12,81,Father not deceased,1
5550,5550,507931,0,12,81,Father not deceased,1
5551,5550,597724,0,12,82,Father not deceased,0
5553,5552,481321,0,12,79,Father not deceased,1
5558,5558,502220,0,12,81,Father not deceased,1
5560,5560,116478,0,12,79,Father not deceased,1
5567,5567,694078,1,17,79,Father not deceased,1
5568,5568,597137,0,12,81,Father not deceased,1
5569,5569,635813,0,12,82,Father not deceased,0
5570,5570,445824,0,12,79,Father not deceased,1
5571,5570,445824,0,12,79,Father not deceased,1
5572,5572,470472,0,12,80,Father not deceased,1
5575,5573,458408,0,12,80,Father not deceased,1
5579,5579,418689,0,12,80,Father not deceased,1
5582,5582,434393,0,12,79,Father not deceased,1
5585,5585,508416,0,12,81,Father not deceased,1
5586,5586,528109,0,12,79,Father not deceased,1
5598,5598,517477,0,12,82,Father not deceased,0
5601,5601,151035,0,12,80,Father not deceased,1
5606,5606,448942,0,12,79,Father not deceased,1
5607,5606,511074,0,12,82,Father not deceased,0
5608,5608,149967,0,12,79,Father not deceased,1
5614,5612,188069,0,12,83,Father not deceased,0
5618,5616,147851,1,16,79,Father not deceased,1
5619,5616,170547,1,12,81,Father not deceased,1
5621,5620,544598,1,13,83,Father not deceased,0
5622,5620,544598,1,14,83,Father not deceased,0
5630,5630,195392,0,12,83,Father not deceased,0
5633,5632,145003,0,12,81,Father not deceased,1
5634,5634,159807,0,12,79,Father not deceased,1
5635,5634,195392,0,12,82,Father not deceased,0
5637,5636,147312,0,12,80,Father not deceased,1
5638,5636,164376,0,12,79,Father not deceased,1
5639,5639,188957,1,12,79,Father not deceased,1
5640,5640,168286,0,12,79,Father not deceased,1
5641,5640,159807,1,13,79,Father not deceased,1
5646,5646,170547,0,12,81,Father not deceased,1
5647,5646,188069,0,12,82,Father not deceased,0
5650,5650,635508,0,12,80,Father not deceased,1
5655,5655,754760,1,16,79,Father not deceased,1
5657,5657,775891,1,16,82,Father not deceased,0
5661,5661,567250,1,15,79,Father not deceased,1
5670,5670,459827,1,17,80,Father not deceased,1
5671,5670,494719,1,12,81,Father not deceased,1
5672,5672,555262,0,12,79,Father not deceased,1
5673,5672,459827,1,14,80,Father not deceased,1
5677,5677,627583,0,12,83,Father not deceased,0
5686,5686,486534,0,12,80,Father deceased,1
5687,5686,486534,0,12,80,Father deceased,1
5701,5700,542816,1,16,81,Father not deceased,1
5711,5710,151384,1,12,82,Father not deceased,0
5712,5712,539550,0,12,80,Father not deceased,1
5715,5714,115589,0,12,79,Father not deceased,1
5716,5716,538705,1,12,81,Father not deceased,1
5717,5717,576454,1,13,82,Father not deceased,0
5718,5718,538705,0,12,80,Father not deceased,1
5722,5722,200679,1,14,81,Father not deceased,1
5725,5725,75936,1,14,81,Father not deceased,1
5726,5725,99273,1,13,81,Father not deceased,1
5727,5727,69374,0,12,82,Father not deceased,0
5730,5729,75936,1,14,80,Father not deceased,1
5731,5731,73973,0,11,79,Father not deceased,1
5733,5733,99273,1,13,80,Father not deceased,1
5734,5734,79801,1,16,81,Father deceased,1
5735,5735,96165,0,12,79,Father not deceased,1
5741,5741,88221,0,13,80,Father not deceased,1
5744,5743,100796,1,13,79,Father not deceased,1
5746,5746,115592,0,12,82,Father not deceased,0
5753,5753,86760,0,12,80,Father not deceased,1
5755,5754,73973,0,12,80,Father not deceased,1
5758,5758,141937,1,14,81,Father not deceased,1
5759,5758,258110,1,16,82,Father not deceased,0
5763,5762,175582,1,15,80,Father not deceased,1
5764,5762,170665,1,15,81,Father not deceased,1
5766,5766,237578,1,12,82,Father not deceased,0
5767,5767,69263,0,12,80,Father not deceased,1
5782,5782,85501,0,12,80,Father not deceased,1
5783,5783,137943,1,13,83,Father not deceased,0
5786,5785,86470,1,13,81,Father not deceased,1
5793,5793,83007,0,12,79,Father not deceased,1
5794,5794,40796,0,12,81,Father not deceased,1
5797,5796,94839,1,14,80,Father not deceased,1
5798,5798,62778,0,12,80,Father not deceased,1
5802,5802,83828,1,14,79,Father not deceased,1
5811,5810,64116,1,14,81,Father not deceased,1
5820,5820,95675,1,15,79,Father not deceased,1
5823,5822,205787,0,12,79,Father not deceased,1
5824,5822,221942,0,12,80,Father not deceased,1
5833,5833,83635,0,12,80,Father not deceased,1
5834,5834,73927,1,13,81,Father not deceased,1
5842,5841,120819,0,12,80,Father not deceased,1
5843,5841,127692,0,12,82,Father not deceased,0
5844,5844,73465,0,12,81,Father not deceased,1
5847,5846,120819,0,12,81,Father not deceased,1
5850,5850,70880,1,15,81,Father not deceased,1
5852,5852,84294,1,13,79,Father not deceased,1
5853,5852,68141,1,13,81,Father not deceased,1
5860,5860,103169,0,12,80,Father not deceased,1
5861,5861,70655,0,12,79,Father deceased,1
5862,5861,117507,0,12,83,Father not deceased,0
5863,5863,68350,1,16,82,Father not deceased,0
5864,5864,84568,0,12,79,Father not deceased,1
5867,5866,77227,1,13,81,Father not deceased,1
5870,5869,95533,1,12,81,Father deceased,1
5871,5869,119947,0,12,83,Father not deceased,0
5873,5873,75342,1,13,79,Father not deceased,1
5874,5874,113819,1,14,79,Father not deceased,1
5876,5875,118347,1,13,81,Father not deceased,1
5877,5875,82703,0,12,83,Father not deceased,0
5883,5883,99620,0,12,79,Father not deceased,1
5884,5884,80477,0,12,80,Father deceased,1
5885,5884,105836,0,12,82,Father deceased,0
5893,5893,174251,0,13,81,Father not deceased,1
5897,5897,167484,0,12,81,Father not deceased,1
5898,5898,234803,1,14,83,Father deceased,0
5899,5898,150904,1,13,80,Father not deceased,1
5903,5903,113378,0,11,82,Father not deceased,0
5907,5906,93417,0,12,80,Father not deceased,1
5909,5909,100469,0,12,80,Father not deceased,1
5910,5910,74966,0,12,82,Father not deceased,0
5911,5911,170192,1,14,80,Father not deceased,1
5912,5912,200383,0,12,80,Father deceased,1
5916,5916,166437,0,12,79,Father not deceased,1
5917,5916,203812,0,12,81,Father deceased,1
5923,5923,200859,0,12,82,Father not deceased,0
5925,5924,182146,0,12,81,Father not deceased,1
5931,5931,234845,0,12,81,Father not deceased,1
5937,5937,226521,0,12,79,Father not deceased,1
5939,5937,299358,1,14,82,Father not deceased,0
5940,5940,106953,0,12,81,Father not deceased,1
5945,5944,143139,1,12,81,Father not deceased,1
5952,5949,141884,0,11,80,Father not deceased,1
5954,5954,148864,1,13,80,Father not deceased,1
5955,5954,165220,1,12,82,Father not deceased,0
5957,5957,240096,0,12,82,Father not deceased,0
5963,5963,133378,0,11,83,Father not deceased,0
5965,5965,193346,0,12,80,Father not deceased,1
5973,5973,201326,0,12,79,Father not deceased,1
5976,5976,201326,1,14,81,Father not deceased,1
5977,5976,246402,0,12,82,Father not deceased,0
5983,5983,209374,1,15,79,Father not deceased,1
5984,5984,235562,1,13,79,Father not deceased,1
5985,5984,206727,1,13,80,Father not deceased,1
5986,5984,206727,0,12,80,Father not deceased,1
5987,5987,299091,1,13,82,Father not deceased,0
5989,5989,165420,0,12,82,Father not deceased,0
6000,6000,192495,0,11,82,Father not deceased,0
6008,6008,210530,1,12,80,Father not deceased,1
6012,6012,207984,1,13,80,Father not deceased,1
6013,6013,203978,1,14,82,Father not deceased,0
6014,6013,274861,0,12,83,Father not deceased,0
6017,6017,204558,0,13,80,Father not deceased,1
6027,6026,106038,1,13,80,Father not deceased,1
6028,6028,106038,1,15,80,Father not deceased,1
6030,6030,110278,0,11,80,Father not deceased,1
6036,6036,182312,1,15,81,Father not deceased,1
6038,6037,202714,1,14,80,Father not deceased,1
6039,6039,170831,1,13,79,Father not deceased,1
6040,6040,137261,0,12,80,Father not deceased,1
6041,6040,118345,1,14,81,Father not deceased,1
6042,6042,125334,1,15,79,Father not deceased,1
6043,6042,125334,1,16,79,Father not deceased,1
6044,6042,153396,0,12,82,Father not deceased,0
6050,6048,199434,0,12,82,Father not deceased,0
6051,6048,264526,0,12,83,Father not deceased,0
6054,6053,199434,1,14,79,Father not deceased,1
6057,6057,200164,0,12,79,Father not deceased,1
6058,6057,161606,1,16,80,Father not deceased,1
6060,6060,202989,1,16,80,Father not deceased,1
6061,6061,168623,0,12,80,Father deceased,1
6062,6061,187034,1,14,82,Father deceased,0
6064,6064,163681,1,15,81,Father not deceased,1
6065,6065,240600,0,12,79,Father not deceased,1
6067,6067,235966,1,12,81,Father not deceased,1
6070,6070,235966,1,12,81,Father not deceased,1
6071,6071,250926,1,16,80,Father not deceased,1
6075,6073,235966,1,12,81,Father not deceased,1
6083,6083,278496,0,12,83,Father not deceased,0
6085,6084,87861,0,12,81,Father not deceased,1
6092,6092,178219,1,15,80,Father not deceased,1
6093,6092,175426,1,15,80,Father not deceased,1
6095,6095,236386,0,12,83,Father not deceased,0
6106,6105,168349,1,14,80,Father not deceased,1
6108,6108,214885,1,12,82,Father not deceased,0
6111,6111,210561,0,12,79,Father not deceased,1
6122,6122,112966,1,16,80,Father not deceased,1
6124,6123,120241,0,12,79,Father not deceased,1
6125,6125,110790,1,16,80,Father not deceased,1
6129,6129,179009,0,12,79,Father not deceased,1
6132,6132,114039,0,12,79,Father not deceased,1
6139,6139,109655,1,15,80,Father not deceased,1
6141,6141,127709,0,12,80,Father not deceased,1
6144,6143,195759,0,11,81,Father not deceased,1
6146,6145,189523,0,13,81,Father deceased,1
6147,6147,221914,0,12,79,Father deceased,1
6158,6158,151905,0,12,81,Father not deceased,1
6159,6158,169428,1,15,81,Father not deceased,1
6162,6162,182709,1,13,82,Father not deceased,0
6163,6163,176888,1,14,81,Father not deceased,1
6164,6163,195062,0,12,82,Father not deceased,0
6165,6165,185618,0,12,80,Father not deceased,1
6167,6166,174187,0,12,80,Father not deceased,1
6168,6166,150908,0,12,81,Father not deceased,1
6173,6170,174187,0,12,80,Father not deceased,1
6176,6176,174824,1,15,79,Father not deceased,1
6181,6179,141405,0,11,80,Father not deceased,1
6187,6185,171457,1,13,82,Father not deceased,0
6194,6193,141405,1,16,79,Father not deceased,1
6195,6195,135969,0,12,80,Father not deceased,1
6196,6195,174824,0,12,79,Father not deceased,1
6198,6198,151793,1,14,80,Father not deceased,1
6207,6206,200827,1,15,82,Father not deceased,0
6210,6210,165627,1,15,80,Father not deceased,1
6214,6212,99549,1,12,81,Father not deceased,1
6216,6215,91789,1,14,80,Father not deceased,1
6217,6215,103932,0,12,81,Father not deceased,1
6218,6218,91789,1,13,80,Father not deceased,1
6219,6218,114610,1,15,82,Father not deceased,0
6220,6220,150212,0,12,79,Father not deceased,1
6222,6220,182136,0,12,82,Father not deceased,0
6224,6224,185713,0,12,81,Father not deceased,1
6225,6224,160307,1,12,82,Father not deceased,0
6227,6226,158182,1,13,79,Father not deceased,1
6231,6231,232074,0,12,79,Father not deceased,1
6238,6236,169739,1,15,80,Father not deceased,1
6240,6240,251980,1,14,81,Father not deceased,1
6245,6245,262613,1,14,79,Father not deceased,1
6247,6247,333388,1,12,82,Father not deceased,0
6248,6248,252271,1,16,79,Father not deceased,1
6249,6249,252271,0,12,81,Father not deceased,1
6253,6252,332998,1,13,80,Father deceased,1
6254,6252,331784,0,12,80,Father deceased,1
6255,6252,332614,1,12,81,Father deceased,1
6256,6252,366787,0,12,82,Father deceased,0
6262,6262,238946,1,15,79,Father not deceased,1
6269,6269,88456,1,13,81,Father not deceased,1
6270,6270,154399,1,13,81,Father deceased,1
6274,6274,151760,0,12,80,Father not deceased,1
6276,6275,168435,1,13,81,Father not deceased,1
6277,6277,151760,1,13,81,Father not deceased,1
6278,6278,166202,1,14,79,Father not deceased,1
6283,6283,117261,0,12,83,Father deceased,0
6287,6286,81642,1,15,80,Father not deceased,1
6289,6288,139114,1,15,80,Father not deceased,1
6290,6290,144675,0,12,79,Father not deceased,1
6293,6293,144675,0,12,79,Father not deceased,1
6295,6295,121136,1,15,82,Father deceased,0
6296,6295,109850,1,12,82,Father not deceased,0
6298,6297,90944,0,12,80,Father not deceased,1
6301,6299,90612,1,15,80,Father not deceased,1
6302,6302,109850,0,12,81,Father not deceased,1
6304,6303,101109,0,12,79,Father not deceased,1
6305,6305,101109,0,12,79,Father not deceased,1
6311,6311,102933,1,14,80,Father not deceased,1
6312,6311,109850,0,12,81,Father not deceased,1
6314,6313,90612,1,12,81,Father not deceased,1
6317,6316,206387,0,12,79,Father not deceased,1
6318,6316,158426,1,12,80,Father not deceased,1
6323,6320,245330,1,14,82,Father not deceased,0
6324,6324,152335,1,16,80,Father not deceased,1
6326,6325,90201,0,11,80,Father not deceased,1
6328,6328,87829,1,13,80,Father not deceased,1
6330,6329,106117,0,12,83,Father not deceased,0
6331,6331,69056,0,12,80,Father not deceased,1
6335,6333,152539,1,15,80,Father not deceased,1
6336,6336,146434,0,12,80,Father not deceased,1
6339,6339,146434,0,12,79,Father not deceased,1
6340,6339,169340,1,15,81,Father not deceased,1
6342,6342,146434,0,12,80,Father not deceased,1
6343,6343,140805,0,12,80,Father not deceased,1
6344,6344,146434,0,12,79,Father not deceased,1
6346,6346,193531,1,14,81,Father not deceased,1
6347,6346,260784,1,15,83,Father not deceased,0
6350,6349,50897,0,12,80,Father not deceased,1
6351,6349,63206,0,12,82,Father not deceased,0
6356,6356,120247,0,11,82,Father not deceased,0
6358,6358,98249,0,12,80,Father not deceased,1
6360,6360,112716,0,12,79,Father not deceased,1
6363,6361,108382,0,12,80,Father not deceased,1
6364,6364,108382,0,12,81,Father not deceased,1
6365,6364,132649,0,12,82,Father not deceased,0
6372,6371,153605,0,12,81,Father not deceased,1
6373,6373,145035,1,13,79,Father not deceased,1
6376,6376,152731,0,12,79,Father not deceased,1
6377,6376,145035,1,14,79,Father not deceased,1
6379,6376,154782,1,16,81,Father not deceased,1
6384,6384,139460,0,12,81,Father not deceased,1
6385,6384,154782,0,12,81,Father not deceased,1
6389,6389,166699,0,11,81,Father not deceased,1
6390,6390,189674,1,12,79,Father not deceased,1
6391,6390,170606,1,14,80,Father not deceased,1
6396,6396,101811,0,12,81,Father not deceased,1
6397,6397,95400,0,12,79,Father not deceased,1
6401,6401,80296,0,12,82,Father not deceased,0
6402,6402,82466,1,15,81,Father not deceased,1
6405,6403,163016,0,12,82,Father not deceased,0
6406,6406,169878,1,13,79,Father not deceased,1
6407,6406,141594,0,12,81,Father not deceased,1
6408,6408,145869,0,12,80,Father not deceased,1
6409,6408,138519,0,12,79,Father not deceased,1
6411,6411,88063,1,16,81,Father deceased,1
6412,6411,100461,0,12,79,Father not deceased,1
6417,6416,101811,0,12,83,Father not deceased,0
6418,6418,100461,0,12,79,Father not deceased,1
6419,6418,118665,0,12,82,Father not deceased,0
6421,6420,93460,0,12,80,Father not deceased,1
6427,6427,145445,0,12,80,Father not deceased,1
6428,6427,155220,0,12,82,Father not deceased,0
6433,6433,167579,1,12,80,Father not deceased,1
6438,6438,86781,0,12,82,Father not deceased,0
6439,6439,99466,0,11,80,Father not deceased,1
6440,6440,203205,0,12,80,Father not deceased,1
6441,6440,182110,0,12,83,Father not deceased,0
6442,6440,173363,0,12,83,Father not deceased,0
6447,6446,159017,1,14,80,Father deceased,1
6450,6448,132720,0,12,82,Father not deceased,0
6453,6452,191252,0,12,80,Father not deceased,1
6454,6452,191893,0,12,82,Father not deceased,0
6455,6455,142985,1,15,80,Father not deceased,1
6456,6455,225618,1,14,79,Father not deceased,1
6459,6458,154548,1,16,81,Father not deceased,1
6461,6461,176462,0,12,82,Father not deceased,0
6462,6461,246385,0,12,83,Father not deceased,0
6466,6466,102260,1,12,79,Father deceased,1
6467,6467,76699,0,11,80,Father not deceased,1
6468,6467,75222,0,12,81,Father not deceased,1
6469,6469,187019,1,16,79,Father not deceased,1
6486,6486,168981,0,11,79,Father not deceased,1
6489,6488,179287,1,14,82,Father not deceased,0
6491,6491,184903,1,15,79,Father deceased,1
6495,6495,112311,0,12,79,Father not deceased,1
6496,6495,87879,0,12,80,Father not deceased,1
6499,6498,97701,0,12,79,Father not deceased,1
6503,6503,106282,1,14,79,Father not deceased,1
6504,6503,93852,1,15,81,Father not deceased,1
6505,6505,126679,0,12,83,Father not deceased,0
6506,6506,269680,1,14,81,Father deceased,1
6511,6510,173881,0,12,80,Father deceased,1
6515,6513,125550,1,15,82,Father deceased,0
6517,6516,71594,1,13,80,Father not deceased,1
6519,6519,78137,0,12,80,Father not deceased,1
6526,6525,92854,0,12,80,Father not deceased,1
6545,6545,74464,1,15,79,Father not deceased,1
6548,6548,81640,0,12,80,Father not deceased,1
6552,6551,62496,0,12,79,Father not deceased,1
6555,6555,193497,0,12,82,Father not deceased,0
6576,6575,71727,0,12,81,Father not deceased,1
6584,6583,76366,0,12,82,Father not deceased,0
6593,6593,101300,0,12,83,Father not deceased,0
6594,6594,76373,0,12,81,Father not deceased,1
6597,6597,76373,1,16,80,Father not deceased,1
6599,6598,99709,1,12,80,Father not deceased,1
6602,6602,110664,0,11,82,Father not deceased,0
6603,6603,80624,0,12,81,Father not deceased,1
6604,6604,103695,0,12,79,Father not deceased,1
6605,6604,103695,0,12,80,Father not deceased,1
6607,6607,84285,1,18,82,Father not deceased,0
6611,6610,57106,0,12,80,Father not deceased,1
6612,6610,55127,0,12,81,Father not deceased,1
6613,6613,84980,1,16,82,Father not deceased,0
6614,6614,80124,0,12,82,Father not deceased,0
6617,6617,121320,0,12,82,Father deceased,0
6619,6619,87909,1,16,81,Father not deceased,1
6621,6621,91533,0,12,79,Father not deceased,1
6623,6621,105224,0,12,81,Father not deceased,1
6624,6621,105224,0,12,83,Father not deceased,0
6626,6626,118101,1,16,80,Father not deceased,1
6629,6629,92660,0,11,79,Father not deceased,1
6630,6629,89449,0,12,80,Father not deceased,1
6633,6633,106645,1,16,80,Father not deceased,1
6646,6645,223379,1,15,80,Father not deceased,1
6647,6647,256670,1,14,79,Father not deceased,1
6650,6650,282163,0,12,82,Father not deceased,0
6652,6651,75085,0,12,82,Father not deceased,0
6656,6656,94041,1,15,79,Father not deceased,1
6662,6661,75868,0,12,80,Father not deceased,1
6663,6661,81094,0,12,82,Father not deceased,0
6666,6665,184512,0,12,80,Father not deceased,1
6667,6665,196913,0,12,81,Father not deceased,1
6668,6665,196913,0,12,81,Father not deceased,1
6669,6665,217143,0,12,82,Father not deceased,0
6675,6674,63284,0,12,81,Father not deceased,1
6677,6677,73668,0,12,82,Father not deceased,0
6679,6679,79140,0,12,79,Father not deceased,1
6686,6685,147683,0,12,83,Father not deceased,0
6698,6698,175569,1,15,82,Father not deceased,0
6700,6699,127998,1,14,81,Father deceased,1
6703,6703,181531,1,14,79,Father not deceased,1
6708,6708,168640,1,16,82,Father not deceased,0
6709,6709,143298,0,12,80,Father not deceased,1
6711,6711,77441,0,12,81,Father not deceased,1
6725,6725,84393,0,12,83,Father not deceased,0
6730,6730,152887,1,13,80,Father not deceased,1
6732,6731,151030,1,14,81,Father not deceased,1
6735,6734,196810,1,13,79,Father not deceased,1
6736,6734,153996,1,16,79,Father not deceased,1
6743,6742,102350,0,12,80,Father not deceased,1
6744,6742,76657,0,12,80,Father not deceased,1
6745,6742,137148,0,12,82,Father not deceased,0
6746,6746,242719,0,12,79,Father not deceased,1
6750,6750,126404,1,16,80,Father not deceased,1
6752,6751,141166,1,14,80,Father not deceased,1
6754,6754,202455,1,14,80,Father not deceased,1
6755,6754,247785,1,12,82,Father not deceased,0
6757,6756,210549,0,12,79,Father not deceased,1
6760,6760,410735,1,12,83,Father not deceased,0
6768,6768,260587,1,13,79,Father not deceased,1
6776,6776,126470,1,16,79,Father not deceased,1
6792,6792,82356,0,12,82,Father not deceased,0
6796,6795,103500,0,12,79,Father not deceased,1
6799,6799,127282,0,12,80,Father not deceased,1
6802,6802,119581,1,15,79,Father not deceased,1
6805,6805,120546,1,13,83,Father not deceased,0
6808,6808,104745,0,12,81,Father not deceased,1
6811,6809,104745,0,12,81,Father not deceased,1
6814,6813,131620,1,13,82,Father not deceased,0
6818,6816,140599,1,13,81,Father not deceased,1
6820,6820,240378,1,14,81,Father not deceased,1
6823,6823,154594,1,12,82,Father not deceased,0
6826,6826,149758,1,16,82,Father not deceased,0
6831,6831,79540,1,16,80,Father not deceased,1
6838,6837,216766,1,12,80,Father not deceased,1
6839,6839,211556,1,14,79,Father not deceased,1
6840,6839,248970,0,12,82,Father not deceased,0
6844,6844,193541,1,16,80,Father not deceased,1
6848,6848,283429,1,16,82,Father not deceased,0
6850,6849,190507,1,14,80,Father not deceased,1
6854,6854,181628,1,12,80,Father not deceased,1
6859,6859,204351,1,13,79,Father not deceased,1
6874,6874,96307,1,12,79,Father not deceased,1
6876,6876,155054,1,14,82,Father not deceased,0
6879,6878,155054,1,13,81,Father not deceased,1
6883,6881,114708,0,12,82,Father not deceased,0
6884,6884,103206,0,12,80,Father not deceased,1
6885,6884,119791,0,12,82,Father not deceased,0
6887,6886,148186,1,14,79,Father not deceased,1
6891,6888,137715,0,11,81,Father not deceased,1
6893,6892,148186,0,12,79,Father not deceased,1
6895,6894,145080,1,14,80,Father not deceased,1
6897,6897,291925,0,12,82,Father not deceased,0
6898,6897,227361,0,12,82,Father not deceased,0
6901,6901,269064,1,14,80,Father not deceased,1
6902,6902,292160,0,12,80,Father not deceased,1
6905,6903,283341,0,13,79,Father not deceased,1
