nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
11249,-7151,39849,33,76080,4,15,0,1,1,0,0,1,1
0,0,800,27,11454,5,10,0,1,0,0,0,0,0
27500,27500,32601,40,19704,1,16,0,0,0,0,0,0,1
2850,-3404,31596,64,104919,2,17,0,1,0,0,0,1,1
30000,80000,231000,52,92904,1,18,0,1,0,0,0,1,1
400,-4100,26900,45,27648,3,8,0,1,1,0,0,0,1
7050,16550,64050,45,25728,5,18,1,1,1,0,0,1,1
7100,7100,7100,32,34059,3,12,0,1,1,0,0,0,0
30799,30499,32831,26,46431,1,17,0,0,0,0,0,0,0
999,-5101,69699,37,32631,4,11,0,1,1,0,0,0,1
5000,5000,8857,50,34470,2,12,1,0,0,0,0,0,0
127,-1136,19734,49,21030,6,6,0,1,0,0,0,0,1
33349,33199,38374,49,53919,1,18,0,0,0,0,0,0,0
700,-2252,55248,42,20331,3,12,1,0,0,0,0,0,1
0,0,0,33,54144,6,12,0,1,1,0,0,0,0
0,0,4750,48,9180,1,13,0,0,0,0,0,0,1
8000,7000,8000,25,24480,1,12,0,0,0,0,0,0,0
0,0,19900,33,18621,1,12,0,0,0,0,0,0,1
2000,-9050,-8550,26,11100,1,18,0,0,0,0,0,0,0
11275,10690,56690,48,43050,4,18,0,1,1,0,0,0,1
500,-4500,5025,27,28560,1,12,0,0,0,0,0,0,0
25000,44750,74750,31,68040,5,17,0,1,1,0,0,1,1
25,25,25,56,24744,2,1,0,1,0,0,0,0,0
36800,36800,66800,30,75222,2,16,1,1,1,0,0,0,1
0,0,2575,40,19125,2,12,0,0,0,0,0,0,0
900,-1100,6561,36,7536,1,14,0,0,0,0,0,0,0
8499,8499,78499,48,40410,4,9,0,1,1,0,0,0,1
99,-1401,13599,28,54456,2,12,0,1,1,0,0,0,1
794,37794,254794,55,36117,2,12,0,1,1,0,0,1,1
10100,10700,141700,52,32511,2,12,0,1,0,0,0,1,1
11800,11800,60400,63,26736,3,11,0,1,0,0,0,0,1
5200,21700,164700,48,32325,3,12,1,1,0,0,0,1,1
254000,276150,337150,60,53277,2,13,0,1,0,0,0,1,1
525,525,44825,46,22170,2,18,0,0,0,0,0,0,1
400,0,51000,45,50883,6,12,0,1,1,0,0,0,1
0,0,0,48,28053,6,9,0,1,0,0,0,0,0
5800,800,5800,31,25158,3,13,0,1,0,0,0,0,1
250,250,10750,54,24714,3,6,0,1,1,0,0,0,1
0,-200,1800,30,30342,5,12,0,1,1,0,0,0,0
0,0,1500,43,19074,1,14,0,0,0,0,0,0,0
9499,3499,3499,37,66960,2,12,0,1,1,0,0,0,0
7050,2050,7229,38,24888,1,13,1,0,0,0,0,0,1
2833,-307,9193,37,53151,4,16,1,1,1,0,0,1,1
50,50,8050,44,28830,3,12,1,1,1,0,0,0,1
700,700,47175,38,18900,2,12,0,0,0,0,0,0,1
28420,28420,48920,51,14574,1,12,0,0,0,0,0,0,1
500,500,8179,25,7164,2,11,0,0,0,0,0,0,0
600,-960,8615,42,23313,3,12,0,0,0,0,0,0,0
200,200,13200,36,39942,5,13,0,1,0,0,0,0,1
6750,6750,44425,28,28383,1,18,0,0,0,0,0,0,1
13000,22350,137650,37,55560,4,13,0,1,1,0,0,1,1
8999,5999,217249,61,50919,3,18,1,1,1,0,0,0,1
225,225,3303,27,7332,1,12,0,0,0,0,0,0,0
0,-9168,18832,41,14484,3,12,0,1,0,0,0,0,1
107036,134584,235584,47,106620,2,12,1,1,1,0,0,1,1
549,-651,24349,52,10968,4,9,0,1,0,0,0,0,1
38000,41000,89000,40,110160,3,16,1,1,1,0,0,1,1
1000,-4400,77300,46,25200,2,17,0,0,0,0,0,0,1
2350,1950,103950,52,47700,2,12,1,1,1,0,0,0,1
6004,5704,28204,41,61353,2,12,0,1,0,0,0,1,1
50,50,1050,28,13770,1,14,0,0,0,0,0,0,1
37998,37998,277998,60,81618,3,12,0,1,1,0,0,0,1
0,0,0,29,4872,2,12,0,0,0,0,0,0,0
264,-1886,47314,37,23193,7,12,0,1,1,0,0,0,1
1350,-28200,-28200,33,6855,3,12,0,0,0,0,0,0,0
1178,-3422,7588,29,23127,2,12,1,1,1,0,0,0,1
0,-5000,-1400,54,19620,1,14,1,0,0,0,0,0,0
30750,27600,68850,63,12804,5,12,1,0,0,0,0,0,1
52,-948,-948,57,13608,2,11,1,0,0,0,0,0,0
400,400,5750,31,19140,1,12,1,0,0,0,0,0,1
0,-1600,-1600,27,16530,3,10,0,0,0,0,0,0,0
0,-315,3685,31,11364,4,12,0,1,0,0,0,0,0
1199,-3752,-3552,34,22044,6,12,1,1,1,0,0,0,0
210,210,15210,29,20313,3,12,0,1,0,0,0,0,0
20000,35000,183000,56,23700,2,14,0,0,0,0,0,1,1
500,-800,-800,27,20385,1,16,0,0,0,0,0,0,0
100,100,2650,31,10755,1,12,0,0,0,0,0,0,0
100,-9720,-5645,41,40467,2,14,1,0,0,0,0,0,0
6000,6000,56000,51,23364,2,12,0,1,0,0,0,0,1
900,-1170,35830,32,24990,5,12,0,1,0,0,0,0,1
100,-3400,-2900,27,21000,5,12,0,1,0,0,0,0,0
25799,28974,49974,36,9933,4,18,0,1,1,0,0,1,1
17,-6983,-3983,37,15882,4,15,0,0,0,0,0,0,1
17499,13499,129499,48,65370,4,14,0,1,1,0,0,0,1
100,-838,37362,49,25641,5,12,0,1,1,0,0,0,1
10000,20000,38000,51,53670,2,13,0,1,1,0,0,1,1
41,41,29041,48,37848,4,17,0,1,1,0,0,0,1
1,-449,43604,36,8640,3,12,0,0,0,0,0,0,1
50800,40800,172800,54,74040,2,16,0,1,1,0,0,0,1
30500,29350,104311,25,18582,2,12,0,0,0,0,0,1,1
2499,2499,2499,47,23883,3,11,1,0,0,0,0,0,0
0,0,59313,33,12000,2,16,1,0,0,0,0,0,1
1416,-5559,11441,29,31740,5,12,0,1,0,0,0,0,1
3000,11000,46000,57,26010,4,12,1,1,1,0,0,1,1
1300,-276,50224,48,52836,3,12,0,1,1,0,0,0,1
1225,-3775,14575,41,32703,1,18,0,0,0,0,0,0,1
9223,7723,65723,34,64347,4,14,0,1,1,0,0,0,1
0,-2000,-347,28,28911,1,11,0,0,0,0,0,0,0
6000,2500,146043,64,21111,1,14,0,0,0,0,0,0,1
35000,59500,109500,61,22659,2,12,0,1,1,0,0,1,1
0,0,0,33,13380,1,12,0,0,0,0,0,0,0
23699,28599,217349,38,90045,4,18,0,1,0,0,0,1,1
2062,21862,92362,46,44220,3,12,0,1,1,0,0,1,1
0,0,25000,50,10650,1,6,0,0,0,0,0,0,1
200,-3300,-1231,27,22296,1,16,0,0,0,0,0,0,0
351,-5122,178,38,37197,4,12,1,1,1,0,0,0,1
50,50,2850,56,1596,2,12,0,0,0,0,0,0,0
0,0,500,25,27030,1,12,1,0,0,0,0,0,1
50,50,50,34,17883,5,6,0,1,1,0,0,0,0
3000,3000,3000,38,18540,5,12,0,1,0,0,0,0,0
50,50,75800,45,10770,3,12,0,0,0,0,0,0,1
1891,-4609,-2872,27,39003,2,15,1,1,1,0,0,0,0
100000,144500,144500,53,104235,2,12,0,1,1,0,0,1,1
1249,6249,6249,34,45045,4,16,0,1,0,0,0,1,1
5136,1636,43636,26,180858,3,16,0,1,1,0,0,0,1
67560,85560,85560,49,17169,6,18,1,1,1,0,0,1,0
100,-2400,18350,39,30750,4,12,0,1,1,0,0,0,1
700,-4800,-4300,42,23400,2,13,0,0,0,0,0,0,0
15600,13600,60100,30,17160,1,13,0,0,0,0,0,0,1
0,-400,196325,55,32400,4,16,1,0,0,0,0,0,1
0,0,0,46,5589,2,12,0,0,0,0,0,0,0
17,17,54017,48,16665,3,12,0,1,0,0,0,0,1
52570,59160,66160,45,43131,2,18,0,1,1,0,0,1,1
200,-7600,-5100,36,13824,1,12,0,0,0,0,0,0,0
700,-4350,4150,36,46842,2,14,0,1,0,0,0,1,0
500,-62000,-19050,58,16800,2,6,0,1,0,0,0,1,1
350,-2316,12984,26,24621,2,15,0,1,1,0,0,0,1
450,4050,4050,33,52800,3,12,1,1,1,0,0,1,0
4357,-2643,19257,36,38061,4,12,0,1,0,0,0,0,0
1300,11661,39661,40,24261,4,12,0,1,1,0,0,1,1
7700,100,5600,39,21240,4,17,0,1,1,0,0,0,0
0,-2500,-1000,31,5358,5,12,0,1,0,0,0,0,0
800,6400,7150,50,5766,1,14,0,0,0,0,0,1,0
50,50,1550,49,15741,2,12,0,0,0,0,0,0,1
0,0,500,32,12750,1,10,0,0,0,0,0,0,0
200,-301750,-286750,38,54183,4,11,0,1,1,0,0,0,0
0,-2500,12500,29,36885,4,12,0,1,1,0,0,0,1
1249,1249,6249,27,28575,1,12,0,0,0,0,0,0,0
550,18550,96550,46,25800,2,14,0,1,1,0,0,1,1
11243,11243,56243,41,63939,4,17,1,1,1,0,0,0,1
5950,3550,38850,52,20838,1,17,1,0,0,0,0,0,0
6030,6030,12905,33,16452,1,13,0,1,0,0,0,0,0
0,0,0,42,2952,3,4,0,0,0,0,0,0,0
121965,135496,164496,36,61446,3,12,0,1,0,0,0,1,1
1500,1500,84500,60,32481,4,12,0,1,0,0,0,0,1
7000,3000,49500,31,60810,4,16,0,1,0,0,0,0,1
0,-130,1995,51,4137,3,6,0,1,0,0,0,0,1
2000,-5000,-1154,28,36060,1,14,1,0,0,0,0,0,0
1100,-3900,21100,48,31506,5,13,0,1,1,0,0,0,1
5000,5000,188975,58,24300,4,14,1,0,0,0,0,0,1
4000,3500,15500,29,130296,2,18,0,1,1,0,0,0,1
0,0,1000,46,43200,1,12,0,0,0,0,0,0,0
1800,300,75100,34,26490,1,12,1,0,0,0,0,0,1
2000,0,12000,26,37476,2,13,1,1,1,0,0,0,0
0,0,105943,48,23634,2,14,1,0,0,0,0,0,1
1100,1600,16100,35,39861,2,16,0,1,1,0,0,1,1
0,-1000,3500,30,17100,3,16,1,1,1,0,0,0,0
650,-3250,-2750,29,14556,1,14,0,0,0,0,0,0,0
850,-3050,-50,25,18999,2,13,0,0,0,0,0,0,0
2932,-2168,2732,29,29994,4,12,0,1,1,0,0,0,0
260,-2840,-1790,40,15306,2,12,0,0,0,0,0,0,0
800,800,43300,54,24654,2,13,1,0,0,0,0,0,1
32649,32649,33649,53,32049,1,16,0,0,0,0,0,0,0
1799,1799,12042,34,73764,1,18,0,0,0,0,0,0,1
70600,96600,343600,44,127200,2,18,1,1,1,0,0,1,1
800,-9090,-9090,50,31974,4,18,1,0,0,0,0,0,0
5308,340,33340,30,29133,4,12,0,1,0,0,0,0,1
1400,2600,104600,53,58155,1,12,0,0,0,0,0,1,1
99,99,99,42,15306,1,10,0,1,0,0,0,0,0
5999,1999,176999,38,69270,4,18,0,1,1,0,0,0,1
249,-1251,-751,60,5472,1,12,0,0,0,0,0,0,0
500,-4242,758,46,30600,4,6,0,1,0,0,0,0,1
249,249,249,42,40035,7,12,0,1,1,0,0,0,0
0,-8000,-8000,35,29925,2,12,0,1,1,0,0,0,1
0,-450,-450,36,10200,2,13,0,0,0,0,0,0,0
10723,37623,172623,52,17106,4,12,0,1,1,0,0,1,1
67511,81668,122168,40,34563,2,18,0,1,0,0,0,1,1
500,500,70500,42,58629,4,16,0,1,1,0,0,0,1
1200,1200,7350,31,12240,1,5,0,0,0,0,0,0,1
975,-8225,2575,35,21132,1,18,0,0,0,0,0,0,1
4800,4200,4550,28,11616,1,11,0,0,0,0,0,0,0
10129,9279,9279,37,32370,4,16,0,1,1,0,0,0,1
5200,5200,14500,28,38058,1,12,1,0,0,0,0,0,1
0,0,0,33,21960,1,16,0,0,0,0,0,0,0
0,0,1000,45,11250,1,12,0,1,0,0,0,0,0
5000,3500,63300,32,43521,4,14,0,1,1,0,0,0,1
0,0,0,61,10200,1,5,1,0,0,0,0,0,0
0,0,0,45,7500,1,18,0,0,0,0,0,0,0
7458,33458,59458,63,33951,5,12,0,1,0,0,0,1,1
28744,23944,50544,32,38376,3,17,0,1,1,0,0,1,1
7500,7322,12622,37,20142,1,14,0,0,0,0,0,0,0
5000,9035,165635,49,38700,4,16,0,1,0,0,0,1,1
480,-3820,5280,33,25782,2,14,1,1,1,0,0,0,1
8250,2750,164750,60,58830,2,16,1,1,0,0,0,0,1
1920,-47080,-45080,44,41961,4,13,0,1,0,0,0,0,0
0,0,0,45,17403,8,10,0,0,0,0,0,0,0
1000,555,555,54,25500,6,10,0,1,0,0,0,0,0
30600,54500,404550,50,27516,2,13,0,1,0,0,0,1,1
660,16610,109285,61,25233,1,12,0,0,0,0,0,1,1
5659,4959,44459,36,26640,4,12,0,1,0,0,0,1,1
3000,1300,8300,30,32430,3,14,0,1,1,0,0,0,1
1733,1733,76204,54,51654,3,13,1,1,1,0,0,0,1
85,-4165,3335,28,26931,2,12,0,1,1,0,0,0,1
2115,2115,3015,27,35205,5,11,0,1,0,0,0,0,0
50,-3450,23550,45,23670,12,10,0,1,0,0,0,0,1
25,-2069,-2069,26,5919,3,12,0,0,0,0,0,0,0
0,0,34935,38,12750,2,4,0,0,0,0,0,0,1
600,600,600,34,46386,4,16,1,1,1,0,0,0,0
0,0,26250,52,6282,2,9,0,0,0,0,0,0,1
500,-1500,-1500,34,40800,4,12,0,1,1,0,0,0,0
385,130,130,27,11898,4,13,0,0,0,0,0,0,0
2799,2073,90073,37,26688,4,12,0,1,1,0,0,0,1
0,0,900,33,1560,5,8,0,1,0,0,0,0,0
16667,42245,49745,39,57201,5,16,0,1,0,0,0,1,0
142556,170056,260056,53,72108,2,12,0,1,1,0,0,1,1
13323,13108,130644,50,55314,2,12,0,1,0,0,0,0,1
10765,37894,47894,48,27660,1,12,0,0,0,0,0,1,1
9249,9249,66849,57,16305,3,13,1,1,0,0,0,0,1
145,145,3495,50,15414,4,8,0,0,0,0,0,0,0
200,200,3943,61,18360,1,9,0,0,0,0,0,0,0
17200,43200,214500,42,53100,6,17,0,1,0,0,0,1,1
1800,200,2345,33,17454,1,13,0,0,0,0,0,0,0
300,300,110497,46,21936,6,2,0,1,1,0,0,0,1
9200,8400,22900,29,39321,2,12,1,1,1,0,0,1,1
0,0,500,31,9150,2,12,0,0,0,0,0,0,0
0,-1200,4300,52,5742,1,12,0,0,0,0,0,0,1
37500,35000,95000,43,38490,3,12,1,1,1,0,0,0,1
75,-1925,-2925,57,14232,1,9,0,0,0,0,0,0,1
8,8,8,50,3684,3,12,0,0,0,0,0,0,0
105000,132671,259267,52,38832,2,17,0,0,0,0,0,1,1
0,2000,59425,42,17034,1,12,0,1,0,0,0,1,0
94150,126150,257625,50,49830,1,8,0,0,0,0,0,1,1
0,-3450,26250,31,22575,3,10,0,1,1,0,0,0,1
0,-1900,-1900,38,25164,6,12,0,1,1,0,0,0,0
192000,204000,386000,35,54300,2,16,0,1,0,0,0,1,1
955,-2745,44255,35,36000,5,13,0,1,0,0,0,0,1
6200,37100,93600,48,29067,5,17,0,1,1,0,0,1,1
2199,-8801,68199,57,24612,3,10,0,1,0,0,0,0,1
14498,13498,44675,40,48240,6,17,1,1,0,0,0,0,1
3000,2000,12975,44,30861,4,15,0,0,0,0,0,0,1
350,350,5450,26,14280,3,12,0,1,0,0,0,0,0
0,-671,-671,28,24990,4,12,0,1,1,0,0,0,0
206,-22794,-22794,44,60903,3,11,0,1,1,0,0,0,0
50172,50572,52884,25,57147,2,16,1,1,1,0,0,1,0
100,-1480,3361,33,12501,2,12,1,0,0,0,0,0,0
0,0,0,45,17442,5,11,0,0,0,0,0,0,0
14880,13176,103137,33,52476,1,16,1,0,0,0,0,0,1
20,-8680,-8680,26,19785,4,12,0,1,0,0,0,0,0
92700,85300,195300,45,41352,4,16,0,1,0,0,0,0,1
199,199,1699,33,10140,1,12,0,0,0,0,0,0,0
0,-5000,170000,56,41466,4,12,0,1,1,0,0,0,1
50,-6050,-6050,37,28038,6,12,0,0,0,0,0,0,1
13609,10129,93617,45,104814,4,18,1,1,1,0,0,0,1
0,0,0,44,10200,3,12,0,0,0,0,0,0,0
4000,4200,5500,31,21546,1,16,0,0,0,0,0,1,0
5,-995,1430,29,15555,2,9,0,0,0,0,0,0,0
800,-5400,-1400,55,19548,4,12,0,1,1,0,0,0,1
20,20,1445,53,9744,1,12,0,1,0,0,0,0,0
302000,176000,356000,57,66960,4,15,0,1,0,0,0,1,1
19851,14851,15851,27,55683,2,17,0,1,0,0,0,0,0
0,-11300,-3300,34,50400,5,12,0,1,1,0,0,0,0
799,-4306,394694,52,30639,4,8,0,1,0,0,0,1,1
300,-300,24700,39,7836,4,15,1,1,0,0,0,0,1
0,0,150000,37,9450,8,12,0,1,0,0,0,0,1
0,0,34742,49,11898,2,14,0,0,0,0,0,0,1
1800,-4640,92860,47,49176,4,12,0,1,1,0,0,0,1
40657,72607,304234,55,36552,5,14,0,1,0,0,0,1,1
0,-9000,-7500,37,28320,3,14,0,0,0,0,0,0,0
399,399,137899,49,36336,6,11,0,1,1,0,0,0,1
59,59,59,37,12003,1,12,0,0,0,0,0,0,0
0,-200,29800,42,6297,2,13,0,0,0,0,0,0,1
0,-1000,-1000,30,14625,1,12,0,0,0,0,0,0,0
14500,14500,33600,44,51078,5,12,1,1,1,0,0,0,1
0,0,0,53,7113,5,12,0,1,1,0,0,0,0
2500,9500,9500,41,30000,3,12,1,0,0,0,0,1,0
46500,46500,69500,34,40554,3,16,1,0,0,0,0,0,1
999,-6001,-5970,26,23640,5,12,0,1,0,0,0,0,0
6763,-3887,20927,42,33021,1,18,1,0,0,0,0,0,0
44300,47488,49638,48,26916,1,16,1,0,0,0,0,1,0
5,-14995,-9995,52,23307,3,12,0,1,1,0,0,0,1
0,0,1000,38,19800,6,12,0,1,1,0,0,0,0
16999,16999,20777,26,33651,1,14,0,0,0,0,0,0,0
5199,4199,16749,44,15870,2,12,0,0,0,0,0,0,0
36035,62535,134035,36,46710,5,14,0,1,0,0,0,1,1
1674,1674,60949,41,21645,1,12,0,0,0,0,0,0,1
18070,9770,52270,33,50862,4,10,0,1,0,0,0,1,1
61399,91999,341999,40,60360,3,18,0,1,0,0,0,1,1
150,-5850,-4184,40,36015,1,18,1,0,0,0,0,0,0
3300,3300,26800,36,73578,5,12,0,1,0,0,0,0,1
341,-829,3171,25,18447,4,12,1,1,1,0,0,0,1
0,-400,6279,38,33192,2,16,0,0,0,0,0,0,0
700,-2800,65200,43,54648,4,12,0,1,1,0,0,0,1
25,-1675,22325,32,58167,5,12,0,1,1,0,0,0,1
19999,33449,93449,62,28200,3,12,0,1,0,0,0,1,1
5061,4124,4624,33,16458,1,12,0,0,0,0,0,0,0
0,0,0,32,15834,5,12,0,1,0,0,0,0,0
522,-1008,11992,29,15312,3,12,0,1,0,0,0,0,1
4800,4350,117850,39,46104,3,14,0,1,1,0,0,0,1
1000,889,60889,56,32007,2,17,1,1,0,0,0,0,1
35000,35000,43225,48,41250,1,16,1,0,0,0,0,0,0
1698,-1302,366698,36,28476,4,13,1,1,1,0,0,0,1
34600,33600,34950,37,32394,3,12,0,0,0,0,0,0,0
8000,8000,14743,40,24360,1,14,0,0,0,0,0,0,0
0,0,16000,44,18600,5,9,0,1,0,0,0,0,1
18999,28499,28499,43,52260,5,14,0,1,0,0,0,1,0
50,50,10050,39,10500,3,12,0,1,0,0,0,0,0
62298,81798,81798,53,100596,2,14,0,1,0,0,0,1,0
0,0,1875,28,11376,1,13,0,0,0,0,0,0,0
10520,8220,11020,58,27264,3,12,0,1,1,0,0,0,0
590,-2210,-2210,28,21300,3,11,0,1,1,0,0,0,0
184599,184474,335674,34,83274,5,14,0,1,0,0,0,1,1
600,450,6950,36,26472,3,10,0,1,1,0,0,0,1
800,2550,32632,64,8172,3,8,1,0,0,0,0,1,0
540,-2160,25090,35,23073,3,12,0,0,0,0,0,1,1
0,0,500,25,8925,3,1,0,0,0,0,0,0,0
2000,-6000,61000,42,30000,4,18,0,1,0,0,0,0,0
260,-1740,72060,50,23148,3,14,0,1,1,0,0,0,1
30000,39800,332800,49,77466,2,12,1,1,1,0,0,1,1
1600,-3150,8850,26,23556,4,16,0,1,0,0,0,0,0
800,800,800,37,18048,1,14,0,0,0,0,0,0,0
1300,15100,83100,53,73218,4,18,0,1,1,0,0,1,1
1000,3000,203000,63,5982,3,12,0,1,0,0,0,1,1
275,-5872,-5872,29,28005,5,12,0,1,0,0,0,0,0
7500,-33880,-33880,27,61125,2,16,0,1,1,0,0,0,0
0,-800,-800,38,7968,4,7,0,1,0,0,0,0,0
3000,-1500,11000,38,11400,2,12,0,0,0,0,0,0,0
8000,1000,251000,28,28554,4,15,0,1,0,0,0,0,1
500,500,600,34,15330,1,10,0,0,0,0,0,0,0
0,-3400,-3400,54,6711,2,10,0,0,0,0,0,0,0
4100,-15900,-15900,45,53010,4,16,1,1,1,0,0,0,0
7430,18430,110330,48,45618,4,14,0,1,1,0,0,1,1
0,0,6743,26,12750,1,3,0,0,0,0,0,0,0
0,-6159,-6159,25,630,2,15,0,0,0,0,0,0,0
72475,72475,291675,48,43866,2,9,0,1,0,0,0,0,1
30,-3420,5,31,7293,1,12,0,0,0,0,0,0,0
5450,4400,4400,32,34233,4,15,0,1,1,0,0,0,0
0,0,2000,41,25674,7,12,0,1,0,0,0,0,0
237,-4918,-918,42,28377,4,12,0,1,1,0,0,0,1
1000,550,46900,46,32895,1,11,1,0,0,0,0,0,1
0,0,750,39,9600,5,12,0,1,0,0,0,0,0
4549,-451,16549,28,13650,5,12,0,1,1,0,0,0,1
1597,-8653,-1153,50,37437,2,13,1,1,1,0,0,0,1
300,300,1300,42,6903,2,5,0,0,0,0,0,0,0
300,-6200,-6200,34,36120,3,12,0,1,1,0,0,0,0
23850,23850,30788,33,34806,3,13,1,0,0,0,0,0,1
20,-980,-980,34,18573,5,13,0,1,0,0,0,0,0
1000,1000,31000,37,52020,4,12,0,1,0,0,0,0,1
833,757,4107,26,15615,1,16,0,0,0,0,0,0,0
650,450,37450,44,37260,4,16,0,1,0,0,0,0,1
6658,5158,24158,30,47046,3,16,0,1,1,0,0,0,0
500,-5008,32992,40,36621,5,6,0,1,0,0,0,0,1
2000,-2000,5000,28,37296,3,15,0,1,1,0,0,0,0
0,0,0,46,20199,1,8,0,0,0,0,0,0,0
10,-3890,-1690,46,11640,2,12,0,0,0,0,0,0,0
2000,-10000,8125,46,71988,1,18,1,1,0,0,0,1,0
2700,-3200,3900,26,52386,3,12,0,1,1,0,0,0,0
700,2250,-15750,26,40608,2,12,0,1,1,0,0,1,1
288500,287746,327746,62,57159,2,12,0,1,0,0,0,1,1
1020,1020,20520,48,32595,4,11,0,1,0,0,0,0,1
0,0,500,43,7140,3,12,0,0,0,0,0,0,0
0,-800,700,27,8364,1,10,0,0,0,0,0,0,0
0,-2600,74400,45,9315,2,14,0,0,0,0,0,0,1
100,-9600,38400,34,13509,3,11,0,1,0,0,0,0,1
49,-181,2869,37,15156,4,12,0,0,0,0,0,0,0
265,-1435,65,33,18600,3,15,0,0,0,0,0,0,0
3800,3800,3800,33,10215,1,14,0,0,0,0,0,0,0
6259,54849,109849,55,26193,2,10,0,1,0,0,0,1,1
0,-17000,-16000,52,23760,1,13,1,0,0,0,0,0,0
0,0,0,29,17856,9,3,1,1,1,0,0,0,0
0,0,0,27,18156,4,12,0,1,1,0,0,0,0
23400,21200,21200,39,51123,2,12,0,1,1,0,0,0,0
7500,7300,13100,31,50346,4,12,0,1,1,0,0,0,1
6,6,1506,49,5610,2,12,1,0,0,0,0,0,0
100,-21250,-20975,25,13026,1,18,0,0,0,0,0,0,0
19127,46992,271992,37,51798,3,15,0,1,1,0,0,1,1
79200,93970,333970,45,34644,3,8,0,1,0,0,0,1,1
65,-1935,-1935,56,22140,7,14,1,0,0,0,0,0,0
1500,1000,29000,41,70905,6,14,1,1,1,0,0,0,1
920,-4880,29120,31,27729,6,6,0,1,1,0,0,0,1
650,-8900,19450,61,26982,1,13,1,0,0,0,0,0,0
0,-13144,-10644,44,21000,7,18,0,0,0,0,0,0,0
0,-900,17100,45,11868,3,5,0,0,0,0,0,0,1
30,-59970,-59470,42,13500,1,9,0,0,0,0,0,0,0
0,0,0,46,19371,6,6,0,1,0,0,0,0,0
2000,2000,3666,38,20478,3,12,0,0,0,0,0,0,0
0,0,0,37,6309,7,6,0,1,0,0,0,0,0
400,-2600,15900,41,48615,4,15,1,0,0,0,0,0,1
0,0,0,53,7440,1,12,0,0,0,0,0,0,0
1514,-13486,14514,53,27336,6,6,0,1,1,0,0,0,1
3720,920,3070,31,32370,1,16,0,0,0,0,0,0,0
55500,55500,84700,37,12483,1,12,0,0,0,0,0,0,1
2000,-1250,115750,32,45780,3,14,0,1,1,0,0,0,1
500,-6500,-6000,28,15294,1,16,0,0,0,0,0,0,0
2749,1799,28599,44,23787,5,13,0,1,0,0,0,0,1
1925,1925,30425,41,36435,6,12,0,1,0,0,0,0,1
500,2900,13233,43,44418,1,18,0,0,0,0,0,1,1
173,-8827,-8427,32,13242,3,12,0,1,1,0,0,0,1
5300,20300,70300,53,55218,2,13,0,1,1,0,0,1,1
45340,58190,274440,49,30420,3,16,0,0,0,0,0,1,1
661,2804,12154,42,19413,3,12,0,0,0,0,0,1,1
0,0,0,52,15096,7,12,0,1,0,0,0,0,0
27798,19798,121798,36,24297,2,12,0,1,1,0,0,0,1
2400,-2100,2966,25,24120,1,12,0,0,0,0,0,0,0
5,-4255,-1255,30,5046,4,12,0,1,0,0,0,0,1
0,0,32300,39,12132,4,12,0,1,0,0,0,0,1
5249,5249,5249,30,31098,1,16,0,0,0,0,0,0,0
8503,1003,9464,40,23988,2,14,0,0,0,0,0,0,0
1500,1050,25650,40,56505,4,14,0,1,1,0,0,0,1
4850,4550,8550,26,13320,1,18,0,0,0,0,0,0,0
9999,11999,35424,35,31200,1,12,0,0,0,0,0,1,1
24600,27400,58454,44,43200,1,18,1,0,0,0,0,1,1
4599,13139,21139,42,32142,5,14,0,1,1,0,0,1,1
0,-10000,-5667,41,21081,1,11,1,0,0,0,0,0,0
2237,1877,18877,40,27684,3,12,1,1,1,0,0,0,0
4475,2475,23475,33,35400,2,12,0,0,0,0,0,0,1
2999,-4001,33999,57,12792,1,16,1,0,0,0,0,0,1
1600,600,1500,36,44805,2,13,0,1,1,0,0,0,0
3200,-700,3275,36,23595,2,13,1,0,0,0,0,0,0
3810,3810,67585,36,28464,3,12,0,0,0,0,0,0,0
13000,23310,26310,30,74217,3,16,0,1,1,0,0,1,1
12175,12175,82175,36,39579,4,12,0,1,1,0,0,0,1
13,13,7213,34,15876,8,6,0,1,0,0,0,0,1
750,750,3950,25,27657,1,12,0,0,0,0,0,0,0
3800,2800,5466,29,41031,1,18,0,0,0,0,0,0,0
2600,-19175,-4175,30,28716,4,15,0,1,0,0,0,0,0
499,2049,38249,38,30003,4,13,0,1,1,0,0,1,1
30,30,7030,26,39846,4,16,0,1,1,0,0,0,0
75,9675,74675,53,50439,3,12,1,1,1,0,0,1,1
0,0,0,33,17760,11,6,0,1,0,0,0,0,0
7400,17265,39265,28,70323,2,17,0,1,1,0,0,1,1
9998,9998,16798,33,40470,3,14,0,1,0,0,0,0,1
80000,82500,317958,58,34800,1,18,1,0,0,0,0,1,1
1400,1400,92900,45,43197,3,14,0,1,1,0,0,0,1
0,0,250,40,9300,9,5,0,1,0,0,0,0,0
9864,9613,90894,40,70602,4,16,1,1,1,0,0,0,1
200,-14800,-11300,44,15513,4,15,0,1,1,0,0,0,0
800,-200,8300,26,31488,2,16,0,1,1,0,0,0,0
1400,35400,59519,42,85086,4,12,0,1,1,0,0,1,1
0,-1150,13890,36,26094,5,9,0,1,1,0,0,0,1
50386,58386,86386,48,30438,3,1,0,1,0,0,0,1,0
1800,420,3520,32,16380,5,11,0,1,1,0,0,0,1
505,-15495,-6495,42,17856,5,10,0,1,1,0,0,0,0
