State,id,unemployment,median_income,uninsured,year,County,MedicaidStatus,AdoptedYear,SID
North Carolina,0500000US37159,15.1,41154,15.4,2013,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,10.5,34993,16.4,2013,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,6.6,35579,15.3,2013,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,7.7,63355,13.9,2013,Union County,Not Adopted,0,524
North Carolina,0500000US37183,6.8,65160,12.7,2013,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,13.2,42193,14.1,2013,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,13.7,31135,16.1,2013,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,7.6,41095,19,2013,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,7,39576,14.1,2014,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,7.4,46721,14.3,2014,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,5.6,47671,11.8,2014,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,13.6,37086,13.7,2014,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,10,54347,10.7,2014,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,8.4,37876,15.4,2014,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,8.5,48881,14.9,2014,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,6.4,44677,12.7,2014,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,6.6,54229,12.4,2014,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,12.6,37433,13.1,2014,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,11.4,43380,13.8,2014,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,9.6,42248,12.7,2014,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,9.1,42201,12.9,2014,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,6.1,50504,12.9,2014,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,9.5,45220,12.8,2014,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37071,9.2,41011,14.7,2014,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,7.1,44069,12.9,2014,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,12.8,44880,13.4,2014,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,3.7,47335,12,2014,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,8.6,54384,11.7,2014,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,7,48851,13.9,2014,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,9.8,48131,13.6,2014,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,8.5,58841,13.3,2014,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,5.3,51328,13.2,2014,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,10.9,43209,13,2014,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,7.7,49982,11.7,2014,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,10.1,47581,10.1,2014,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,7.1,59658,8.2,2014,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,12.6,41632,13,2014,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,6,41107,14,2014,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,12.1,29889,17.3,2014,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,7.5,38878,11.1,2014,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,9.8,45978,14.2,2014,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,9.3,34347,11.5,2014,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,6.2,36511,16.6,2014,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,7.7,62898,11,2014,Union County,Not Adopted,0,524
North Carolina,0500000US37183,5.3,66634,11.2,2014,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,11.5,35966,15.8,2014,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,10.2,30743,12.6,2014,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,8.2,38774,17.7,2014,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,8.2,39541,12.5,2015,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,5.2,46640,9.7,2015,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,6.3,44619,11.6,2015,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,7.3,42970,12.1,2015,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,5.4,56853,8,2015,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,6.7,38708,13.5,2015,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,8.4,51048,10.6,2015,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,6.4,40450,11.5,2015,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,5.8,55642,16.1,2015,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,11.7,38885,14.2,2015,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,7,48145,11.2,2015,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,10.6,42107,9.7,2015,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,8,46150,11.4,2015,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,5.1,53495,13.5,2015,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,7.4,46477,11,2015,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37071,7.9,44293,11,2015,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,5.7,47786,11.2,2015,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,7.6,48960,10.8,2015,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,2.1,47021,11.2,2015,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,7.2,55949,8.4,2015,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,5.6,52234,10.8,2015,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,7.7,46884,11.7,2015,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,6.9,56883,12.1,2015,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,7.3,51547,10.7,2015,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,4.6,42718,10.4,2015,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,6.7,52685,10.5,2015,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,9.7,45832,8.4,2015,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,3.9,61164,6.9,2015,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,11.6,41453,12.3,2015,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,5.3,42347,14.7,2015,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,9.1,31558,15.2,2015,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,6.6,38241,10.3,2015,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,8.7,45320,11.2,2015,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,6.6,35594,8.7,2015,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,4.2,37337,13.5,2015,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,5.1,71729,9.4,2015,Union County,Not Adopted,0,524
North Carolina,0500000US37183,5,70533,8.6,2015,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,9.1,40361,11.1,2015,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,6,40919,12.4,2015,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,6.6,41204,14,2015,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,4.6,45100,12,2016,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,8.4,50692,12.6,2016,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,3.7,50685,8.6,2016,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,9.2,40345,12,2016,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,6.4,63386,7,2016,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,8.1,36301,12.1,2016,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,8.7,51206,10.8,2016,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,7.1,48913,9.8,2016,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,6.2,62961,10.2,2016,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,8.2,36992,13.6,2016,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,9,49938,10,2016,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,9.7,45205,9.9,2016,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,6.7,45678,11.8,2016,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,5.2,53832,12,2016,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,5.2,48271,11,2016,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37071,7,48711,9.1,2016,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,6.2,47262,8.9,2016,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,6.5,51637,10.2,2016,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,2.5,54963,11,2016,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,5.1,55891,10.4,2016,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,4.7,54719,12.2,2016,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,7.2,49453,6.2,2016,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,5.2,62978,11,2016,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,5.4,52279,6.8,2016,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,6.5,47902,8.9,2016,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,5.8,50028,8.3,2016,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,10.1,47150,9.6,2016,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,4.2,66423,7.5,2016,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,8.2,46573,11.3,2016,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,4.7,44836,13.3,2016,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,6.6,34254,14.3,2016,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,8.5,40985,11.8,2016,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,7.5,48379,11.9,2016,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,8.7,36121,13,2016,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,6.2,36802,13.1,2016,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,5.9,71588,7.4,2016,Union County,Not Adopted,0,524
North Carolina,0500000US37183,4.5,76097,7.6,2016,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,9.7,41711,14.6,2016,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,6.7,41332,11,2016,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,8.7,39036,10.4,2016,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,4.9,45150,12.4,2017,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,5.8,56181,9.3,2017,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,2.9,50040,10.9,2017,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,5.6,40274,14.4,2017,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,5,61490,7.7,2017,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,4.3,45033,12.5,2017,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,4.1,52807,10.6,2017,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,6.5,53539,10.1,2017,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,NA,57770,12.3,2017,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,5.6,37205,10,2017,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,7.1,51789,11,2017,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,7.7,43759,9.9,2017,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,6.9,46802,11,2017,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,4.8,59891,12.5,2017,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,4.6,50185,10.4,2017,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37069,6.1,54825,12.5,2017,Franklin County,Not Adopted,0,530
North Carolina,0500000US37071,6,49670,9.8,2017,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,6,52098,9.3,2017,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,7.4,51479,11,2017,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,3.2,51078,12.2,2017,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,4.7,55690,8.3,2017,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,4.4,58111,13.8,2017,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,4,54361,11.6,2017,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,4.2,65588,11.5,2017,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,4.8,64184,7.3,2017,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,4.8,47289,10.7,2017,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,4.7,52674,10.5,2017,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,8.2,49883,7.4,2017,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,3.1,69940,7.6,2017,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,7.5,45849,8,2017,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,5.6,43154,12.7,2017,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,6.6,32729,14.1,2017,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,4.9,48196,9.8,2017,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,6.7,47396,12.5,2017,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,NA,40570,11.6,2017,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,3.9,42438,10.7,2017,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,3.9,77691,8,2017,Union County,Not Adopted,0,524
North Carolina,0500000US37183,3.5,77318,9.1,2017,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,6.1,44347,13.6,2017,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,NA,40995,13.1,2017,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,10,45960,12,2017,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,5.4,49979,10.9,2018,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,5.4,60496,9.5,2018,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,2.6,53980,9.3,2018,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,7.3,43663,9.2,2018,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,5.4,69679,7.4,2018,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,7.4,42257,12.9,2018,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,4.5,54833,12.1,2018,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,7.4,53454,12.5,2018,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,3.3,74959,10.1,2018,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,6.3,40690,12.5,2018,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,7.5,50509,9.4,2018,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,7.5,46716,9.3,2018,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,5.1,45320,12.7,2018,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,3.1,58073,10.8,2018,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,5.4,49166,10.9,2018,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37069,3.2,60598,9.1,2018,Franklin County,Not Adopted,0,530
North Carolina,0500000US37071,4.2,52741,10,2018,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,5.4,51803,8.6,2018,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,6.6,51022,12.5,2018,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,3.3,53706,11.8,2018,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,4.2,59341,9.6,2018,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,4.1,60132,11.2,2018,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,4.4,63782,7.5,2018,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,4,63967,12,2018,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,3.8,58531,9.6,2018,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,5.5,51601,8.1,2018,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,3.8,52239,9.6,2018,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,7.8,50639,9.3,2018,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,3.9,72563,7.4,2018,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,7.1,42481,10.3,2018,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,4.6,47653,13.1,2018,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,4.7,35037,14.7,2018,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,6.1,40688,10.3,2018,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,6.6,46035,11.9,2018,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,9.5,43111,12.3,2018,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,3.1,48398,11.9,2018,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,3.9,80337,11.9,2018,Union County,Not Adopted,0,524
North Carolina,0500000US37183,3.3,79970,8.7,2018,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,5,40791,13,2018,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,6.9,43466,10.3,2018,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,6.6,42769,11.7,2018,Wilson County,Not Adopted,0,528
North Carolina,0500000US37001,3.5,58490,10.1,2019,Alamance County,Not Adopted,0,490
North Carolina,0500000US37019,5,63668,9.2,2019,Brunswick County,Not Adopted,0,491
North Carolina,0500000US37021,1.9,54970,13.3,2019,Buncombe County,Not Adopted,0,492
North Carolina,0500000US37023,3.5,47361,11.6,2019,Burke County,Not Adopted,0,493
North Carolina,0500000US37025,3.4,72333,9.2,2019,Cabarrus County,Not Adopted,0,494
North Carolina,0500000US37027,5.1,48737,13.2,2019,Caldwell County,Not Adopted,0,495
North Carolina,0500000US37031,3.8,60186,10.6,2019,Carteret County,Not Adopted,0,496
North Carolina,0500000US37035,4.2,52436,16,2019,Catawba County,Not Adopted,0,497
North Carolina,0500000US37037,1.1,66857,10.7,2019,Chatham County,Not Adopted,0,529
North Carolina,0500000US37045,8.5,44987,12.6,2019,Cleveland County,Not Adopted,0,498
North Carolina,0500000US37049,6.1,52832,11.2,2019,Craven County,Not Adopted,0,499
North Carolina,0500000US37051,6.9,46292,11.4,2019,Cumberland County,Not Adopted,0,500
North Carolina,0500000US37057,3.1,53473,11.1,2019,Davidson County,Not Adopted,0,501
North Carolina,0500000US37063,3.4,65317,12.8,2019,Durham County,Not Adopted,0,502
North Carolina,0500000US37067,5.5,52017,12.3,2019,Forsyth County,Not Adopted,0,503
North Carolina,0500000US37069,8,57099,9.4,2019,Franklin County,Not Adopted,0,530
North Carolina,0500000US37071,5.9,56595,11.3,2019,Gaston County,Not Adopted,0,504
North Carolina,0500000US37081,5.1,55328,10.6,2019,Guilford County,Not Adopted,0,505
North Carolina,0500000US37085,7.8,55753,13.9,2019,Harnett County,Not Adopted,0,506
North Carolina,0500000US37089,2,62131,12.3,2019,Henderson County,Not Adopted,0,507
North Carolina,0500000US37097,3.6,68660,9.6,2019,Iredell County,Not Adopted,0,508
North Carolina,0500000US37101,4.1,60951,12.6,2019,Johnston County,Not Adopted,0,509
North Carolina,0500000US37109,4.6,71514,8.3,2019,Lincoln County,Not Adopted,0,510
North Carolina,0500000US37119,3.6,69072,12.1,2019,Mecklenburg County,Not Adopted,0,511
North Carolina,0500000US37125,2.7,62469,9.4,2019,Moore County,Not Adopted,0,512
North Carolina,0500000US37127,10.5,50656,9.5,2019,Nash County,Not Adopted,0,513
North Carolina,0500000US37129,3.3,56382,9.9,2019,New Hanover County,Not Adopted,0,514
North Carolina,0500000US37133,6.1,49544,9.9,2019,Onslow County,Not Adopted,0,515
North Carolina,0500000US37135,2.6,74299,6.3,2019,Orange County,Not Adopted,0,516
North Carolina,0500000US37147,5.9,53401,9.2,2019,Pitt County,Not Adopted,0,517
North Carolina,0500000US37151,4.6,49742,16.4,2019,Randolph County,Not Adopted,0,518
North Carolina,0500000US37155,6,35035,13.1,2019,Robeson County,Not Adopted,0,519
North Carolina,0500000US37157,6.6,43230,10.2,2019,Rockingham County,Not Adopted,0,520
North Carolina,0500000US37159,5.5,51927,12.2,2019,Rowan County,Not Adopted,0,521
North Carolina,0500000US37161,4.5,44361,11.3,2019,Rutherford County,Not Adopted,0,522
North Carolina,0500000US37171,4.6,49250,15,2019,Surry County,Not Adopted,0,523
North Carolina,0500000US37179,3.5,85985,8.7,2019,Union County,Not Adopted,0,524
North Carolina,0500000US37183,3.8,84215,8.7,2019,Wake County,Not Adopted,0,525
North Carolina,0500000US37191,4.3,44596,12.7,2019,Wayne County,Not Adopted,0,526
North Carolina,0500000US37193,4.8,43290,14.5,2019,Wilkes County,Not Adopted,0,527
North Carolina,0500000US37195,8.8,38830,15.2,2019,Wilson County,Not Adopted,0,528
North Dakota,0500000US38015,1.9,57460,7.5,2011,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,3.1,51442,9.5,2011,Cass County,Adopted,2014,532
North Dakota,0500000US38035,3.2,43917,6.4,2011,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38015,2.7,63258,8.8,2012,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,3.2,51033,9.2,2012,Cass County,Adopted,2014,532
North Dakota,0500000US38035,2.1,42176,8.5,2012,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38015,1.3,64388,7.1,2013,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,2.2,52015,8.5,2013,Cass County,Adopted,2014,532
North Dakota,0500000US38035,5,49248,8.8,2013,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,1.8,57679,10.7,2013,Ward County,Adopted,2014,534
North Dakota,0500000US38015,2.4,68339,6.4,2014,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,3.4,52604,7.3,2014,Cass County,Adopted,2014,532
North Dakota,0500000US38035,3.8,49532,7.4,2014,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,2.6,66570,8.7,2014,Ward County,Adopted,2014,534
North Dakota,0500000US38015,2.1,65079,6.4,2015,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,2.3,53728,6.7,2015,Cass County,Adopted,2014,532
North Dakota,0500000US38035,2,51264,7,2015,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,3.7,62631,6.7,2015,Ward County,Adopted,2014,534
North Dakota,0500000US38015,2,64558,7.3,2016,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,3.5,59240,5.2,2016,Cass County,Adopted,2014,532
North Dakota,0500000US38035,3.4,50008,5.6,2016,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,1.8,62573,8.1,2016,Ward County,Adopted,2014,534
North Dakota,0500000US38015,1.5,69193,5.7,2017,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,2.8,64704,5.7,2017,Cass County,Adopted,2014,532
North Dakota,0500000US38035,4.9,47496,6.8,2017,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,4.7,64742,5.3,2017,Ward County,Adopted,2014,534
North Dakota,0500000US38015,1.8,71172,4.8,2018,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,2.6,62418,5.5,2018,Cass County,Adopted,2014,532
North Dakota,0500000US38035,5.1,52853,6.2,2018,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,3.1,65719,4.1,2018,Ward County,Adopted,2014,534
North Dakota,0500000US38015,4.8,72494,4.8,2019,Burleigh County,Adopted,2014,531
North Dakota,0500000US38017,2.2,62218,5.7,2019,Cass County,Adopted,2014,532
North Dakota,0500000US38035,3.2,56622,5,2019,Grand Forks County,Adopted,2014,533
North Dakota,0500000US38101,1.1,71415,7.3,2019,Ward County,Adopted,2014,534
Ohio,0500000US39003,8.4,41307,10.7,2011,Allen County,Adopted,2014,535
Ohio,0500000US39007,7.1,38204,14.4,2011,Ashtabula County,Adopted,2014,536
Ohio,0500000US39013,6.6,40981,11.3,2011,Belmont County,Adopted,2014,537
Ohio,0500000US39017,6.6,53138,10,2011,Butler County,Adopted,2014,538
Ohio,0500000US39023,7.4,41292,10.3,2011,Clark County,Adopted,2014,539
Ohio,0500000US39025,4.3,55934,12.4,2011,Clermont County,Adopted,2014,540
Ohio,0500000US39029,6.5,43975,14.2,2011,Columbiana County,Adopted,2014,541
Ohio,0500000US39035,7.6,41530,11.7,2011,Cuyahoga County,Adopted,2014,542
Ohio,0500000US39041,3.1,85365,5.2,2011,Delaware County,Adopted,2014,543
Ohio,0500000US39043,5.9,46949,12.2,2011,Erie County,Adopted,2014,544
Ohio,0500000US39045,6,59607,9.4,2011,Fairfield County,Adopted,2014,545
Ohio,0500000US39049,6.4,47029,13.5,2011,Franklin County,Adopted,2014,546
Ohio,0500000US39055,2.9,63855,11.8,2011,Geauga County,Adopted,2014,547
Ohio,0500000US39057,5.8,56194,6.2,2011,Greene County,Adopted,2014,548
Ohio,0500000US39061,7.8,45940,12.3,2011,Hamilton County,Adopted,2014,549
Ohio,0500000US39063,8.2,46742,13,2011,Hancock County,Adopted,2014,550
Ohio,0500000US39081,4.3,42075,12.2,2011,Jefferson County,Adopted,2014,551
Ohio,0500000US39085,6.1,52690,10.4,2011,Lake County,Adopted,2014,552
Ohio,0500000US39089,4.6,54887,10.9,2011,Licking County,Adopted,2014,553
Ohio,0500000US39093,6.6,48280,11.3,2011,Lorain County,Adopted,2014,554
Ohio,0500000US39095,9.2,38421,12.9,2011,Lucas County,Adopted,2014,555
Ohio,0500000US39099,6.9,39356,11.8,2011,Mahoning County,Adopted,2014,556
Ohio,0500000US39101,7.2,41133,15.5,2011,Marion County,Adopted,2014,557
Ohio,0500000US39103,5.1,59572,9.4,2011,Medina County,Adopted,2014,558
Ohio,0500000US39109,5.9,46759,10.9,2011,Miami County,Adopted,2014,559
Ohio,0500000US39113,6.6,40602,12.4,2011,Montgomery County,Adopted,2014,560
Ohio,0500000US39119,6.7,38259,10.9,2011,Muskingum County,Adopted,2014,561
Ohio,0500000US39133,6.8,49554,10.5,2011,Portage County,Adopted,2014,562
Ohio,0500000US39139,5.5,40117,12.1,2011,Richland County,Adopted,2014,563
Ohio,0500000US39141,8.6,43464,11,2011,Ross County,Adopted,2014,564
Ohio,0500000US39145,5.6,29657,13.5,2011,Scioto County,Adopted,2014,565
Ohio,0500000US39151,7,41827,12.2,2011,Stark County,Adopted,2014,566
Ohio,0500000US39153,7.2,46429,12.3,2011,Summit County,Adopted,2014,567
Ohio,0500000US39155,4.8,40867,12.7,2011,Trumbull County,Adopted,2014,568
Ohio,0500000US39157,6.5,42082,12.5,2011,Tuscarawas County,Adopted,2014,569
Ohio,0500000US39165,5.6,69201,6.9,2011,Warren County,Adopted,2014,570
