sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112
21,2,0,1,1,0,0,0,0,0,0,5.0,12.0,3.0,4.45,6.0,0.1,0,90.0,2,10.5,10.5,1.06,0.8,2.13,3.0,3.0,1,1,111492,1.0,0.0,11.0,2.0,5.05,,,0.0,2.0,11.0,10.0,0.94,0.94,2.43,3.0,3.0
22,3,0,1,1,0,0,0,0,0,2,3.0,15.0,4.0,4.35,26.0,0.12,0,90.0,2,7.0,16.0,1.06,0.84,0.95,4.0,1.0,1,1,110592,,3.0,15.0,2.0,5.05,19.0,0.13,0.0,2.0,7.0,15.0,1.05,1.05,0.94,4.0,4.0
23,1,0,1,0,0,1,0,0,0,2,0.0,25.0,3.0,4.5,26.0,0.12,0,75.0,2,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111792,1.0,14.0,14.0,3.0,5.05,,,0.0,1.0,6.5,16.5,1.05,0.94,0.94,3.0,2.0
24,1,0,1,0,1,0,0,0,0,2,15.0,15.0,4.0,4.75,13.0,0.25,1,40.0,2,7.0,16.0,1.06,0.95,1.01,4.0,3.0,2,1,122192,3.0,15.0,20.0,4.0,5.05,52.0,0.15,0.0,2.0,,,1.05,0.94,1.0,4.0,3.0
28,2,0,1,0,0,1,0,0,0,6,0.0,14.0,1.0,4.5,,0.25,0,10.0,2,11.0,10.0,1.06,1.17,2.56,2.0,1.0,1,1,111892,3.0,6.0,2.0,3.0,,,,0.0,1.0,11.0,10.0,,1.05,2.64,3.0,2.0
29,2,0,1,0,0,1,0,0,0,3,0.0,7.0,2.0,4.5,4.0,0.25,0,,2,11.0,11.0,1.06,1.01,2.56,3.0,2.0,1,1,111292,,0.0,13.0,3.0,5.05,26.0,0.25,0.0,1.0,11.0,11.0,1.05,1.05,2.64,3.0,3.0
32,3,0,1,0,0,1,0,0,0,0,10.0,20.5,3.0,4.5,26.0,0.25,0,40.0,2,10.5,11.5,1.12,1.02,1.06,4.0,3.0,1,1,111792,1.0,2.0,25.0,3.0,5.05,26.0,0.23,0.0,2.0,10.5,11.5,1.22,1.11,2.28,4.0,4.0
34,3,1,1,0,0,1,0,0,0,0,5.0,15.0,3.0,4.95,26.0,,0,75.0,2,10.5,11.5,1.12,1.02,1.06,5.0,3.0,1,1,111392,,11.0,7.0,3.0,5.05,26.0,0.5,0.0,2.0,10.5,11.5,1.22,1.11,0.73,5.0,2.0
35,4,0,1,0,0,1,0,0,0,2,25.0,6.5,4.0,4.5,9.0,0.25,1,,2,10.5,11.5,0.96,0.95,2.13,2.0,2.0,1,1,111992,6.0,13.0,18.0,3.0,5.05,13.0,0.25,0.0,2.0,10.5,11.5,1.03,,,2.0,2.0
38,1,0,1,0,1,0,0,0,0,0,15.0,20.0,5.0,4.25,17.0,0.15,0,100.0,2,6.0,17.0,1.05,0.95,0.98,3.0,2.0,1,1,111092,,10.0,20.0,6.0,5.05,,0.25,0.0,3.0,6.5,17.5,0.98,0.82,0.76,3.0,2.0
63,1,1,1,0,0,1,0,0,0,1,26.0,6.0,,4.25,26.0,,0,75.0,2,6.0,18.0,1.1,0.97,1.17,4.0,3.0,1,1,111792,1.0,15.0,10.0,4.0,5.05,26.0,0.1,0.0,2.0,7.0,18.0,1.11,1.01,1.09,4.0,3.0
64,1,0,1,0,0,1,0,0,0,1,20.0,15.0,3.0,4.5,26.0,0.2,0,60.0,3,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,13.0,13.0,3.0,5.05,26.0,0.25,0.0,2.0,7.0,16.0,1.05,0.95,0.95,3.0,3.0
65,1,0,1,0,0,1,0,0,0,5,0.0,20.0,4.0,4.8,52.0,0.25,0,90.0,2,6.5,15.5,1.06,0.85,1.11,3.0,3.0,2,2,121592,3.0,,,3.0,5.05,,,,,,,,,,,
66,1,0,1,0,0,1,0,0,0,0,15.0,18.0,3.0,4.25,26.0,0.15,0,20.0,2,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,26.0,10.0,4.0,5.05,26.0,0.25,1.0,1.0,7.0,17.0,1.05,0.95,0.95,3.0,3.0
67,1,0,1,0,0,1,0,0,0,0,5.0,15.0,6.0,4.5,13.0,0.25,0,55.0,1,8.0,13.5,1.17,1.06,1.17,3.0,2.0,1,1,111092,,4.0,17.5,5.0,5.05,,,0.0,1.0,8.0,13.5,1.32,1.05,1.22,3.0,3.0
68,1,0,1,0,0,1,0,0,0,1,30.0,10.0,3.0,4.25,14.0,0.05,0,,3,7.0,17.0,1.07,1.02,1.02,3.0,3.0,1,1,111092,,13.0,17.0,3.0,5.05,13.0,0.28,0.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,1.0
69,1,0,1,0,0,1,0,0,0,0,0.0,27.0,3.0,4.25,13.0,0.22,0,100.0,2,7.0,18.0,1.17,0.95,0.95,4.0,2.0,1,1,111792,,0.0,27.0,3.0,5.05,13.0,0.2,0.0,2.0,7.0,18.0,1.26,1.01,1.0,4.0,2.0
70,1,0,1,0,0,1,0,0,0,0,35.0,20.0,5.0,4.5,13.0,0.27,0,50.0,1,7.0,16.0,1.06,0.95,1.02,3.0,3.0,1,1,111092,,10.0,30.0,5.0,5.05,4.0,0.23,,1.0,7.0,16.0,1.05,0.95,1.01,3.0,3.0
71,1,0,1,0,0,1,0,0,0,1,0.0,35.0,3.0,4.75,13.0,0.25,0,100.0,3,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111692,,29.0,14.0,3.0,5.05,26.0,0.18,1.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0
73,2,0,1,0,0,1,0,0,0,1,0.0,7.0,3.0,4.25,,0.75,0,40.0,3,11.0,12.0,1.06,1.06,2.45,3.0,2.0,1,1,111792,2.0,14.0,0.0,3.0,5.05,4.0,0.05,0.0,2.0,11.0,11.0,1.05,1.05,2.43,3.0,
75,2,0,1,0,0,1,0,0,0,0,3.0,15.0,3.0,4.25,4.0,0.25,0,0.0,2,11.0,11.0,1.17,1.27,2.77,3.0,3.0,1,1,111292,,4.0,11.0,3.0,5.05,6.0,0.25,1.0,2.0,11.0,11.0,1.16,1.16,2.75,3.0,3.0
76,3,1,1,0,0,1,0,0,0,0,8.0,32.0,4.0,4.25,26.0,0.2,0,50.0,2,6.0,17.0,1.12,1.02,1.02,6.0,3.0,1,1,111392,,25.0,15.0,6.0,5.05,13.0,0.15,1.0,2.0,6.5,16.5,1.11,1.06,1.05,6.0,3.0
79,3,1,1,0,0,1,0,0,0,4,6.0,25.0,3.0,4.5,26.0,0.15,0,30.0,2,6.0,17.0,1.17,1.02,1.06,5.0,4.0,1,1,111392,,8.0,18.0,3.0,5.05,41.0,0.13,0.0,2.0,7.0,16.0,1.11,1.06,1.05,5.0,4.0
80,4,0,1,0,0,1,0,0,0,1,4.5,20.0,,4.25,26.0,0.25,0,90.0,2,10.5,11.5,1.06,0.98,1.06,2.0,2.0,1,1,111492,2.0,11.0,14.0,3.0,5.05,13.0,0.1,0.0,2.0,10.5,12.5,1.12,0.98,0.99,2.0,1.0
84,1,0,1,0,1,0,0,0,0,3,4.0,30.0,5.0,4.5,26.0,0.15,0,50.0,2,7.0,16.0,1.04,0.85,0.91,4.0,2.0,1,1,111692,,12.0,30.0,5.0,5.05,52.0,0.2,0.0,2.0,7.0,16.0,1.05,0.9,0.94,3.0,3.0
86,1,0,1,0,1,0,0,0,0,1,11.0,11.0,4.0,4.25,13.0,0.25,0,,3,7.0,15.0,1.06,0.94,1.1,3.0,3.0,1,1,111092,,9.0,12.0,4.0,5.05,4.0,0.13,0.0,3.0,7.0,15.0,1.05,1.05,1.04,3.0,3.0
87,1,0,1,0,1,0,0,0,1,0,0.0,15.0,,4.5,26.0,,0,,2,7.0,15.0,1.06,0.86,1.02,3.0,3.0,1,1,111092,,0.0,30.0,5.0,5.05,41.0,0.18,0.0,3.0,7.0,15.0,1.0,0.99,1.04,3.0,3.0
88,1,0,1,1,0,0,0,0,0,0,3.0,35.0,3.0,4.25,,,1,75.0,3,7.0,15.0,1.06,0.87,0.91,5.0,5.0,2,1,121892,2.0,4.0,37.0,4.0,5.05,42.0,0.18,0.0,2.0,7.0,15.0,1.05,0.87,0.94,5.0,2.0
91,1,1,1,0,1,0,0,0,1,2,8.0,22.0,4.0,4.25,8.0,0.15,0,100.0,2,7.0,17.0,1.09,0.93,1.04,3.0,3.0,1,1,111792,1.0,0.0,30.0,4.0,5.05,26.0,0.18,0.0,1.0,7.0,17.0,1.11,1.05,1.05,3.0,3.0
92,1,1,1,0,1,0,0,0,1,0,4.0,18.0,4.0,4.25,13.0,0.75,0,100.0,2,7.0,15.0,1.09,0.95,1.03,3.0,3.0,1,1,111092,,14.0,6.0,3.0,5.05,,0.25,0.0,2.0,7.0,15.0,1.11,1.01,1.05,3.0,3.0
93,1,1,1,0,0,1,0,0,0,0,2.5,30.0,3.0,4.25,52.0,0.15,0,90.0,2,7.0,16.0,,,0.96,,,1,1,111092,,5.0,25.0,5.0,5.05,13.0,0.15,0.0,2.0,7.0,16.0,1.11,1.05,1.05,4.0,3.0
95,2,0,1,0,1,0,0,0,0,1,18.0,3.0,4.0,4.25,26.0,0.27,0,40.0,1,11.0,10.0,1.06,0.8,2.56,4.0,3.0,1,1,111292,,0.0,14.0,3.0,5.05,13.0,0.25,0.0,1.0,11.0,10.0,1.05,0.75,2.53,3.0,3.0
96,2,0,1,0,0,1,0,0,0,2,0.0,15.0,2.0,4.25,26.0,0.12,0,80.0,2,11.5,10.0,1.06,1.01,2.66,3.0,2.0,1,1,111892,3.0,0.0,15.0,5.0,5.05,26.0,0.15,0.0,2.0,11.5,10.5,1.05,0.94,2.59,4.0,0.0
97,2,0,1,0,1,0,0,0,0,2,0.0,12.0,4.0,4.25,13.0,0.25,1,58.0,2,11.0,10.0,1.02,0.75,2.56,3.0,2.0,1,1,111292,,2.5,11.0,3.0,5.05,13.0,0.3,0.0,2.0,11.0,10.0,1.05,0.8,2.54,3.0,2.0
98,2,0,1,0,1,0,0,0,1,0,0.0,20.0,4.0,4.25,13.0,0.4,0,80.0,3,11.0,10.0,1.06,0.8,2.56,3.0,3.0,1,1,111292,,3.0,13.0,3.0,5.05,13.0,0.45,0.0,1.0,11.0,10.0,1.05,0.9,2.53,3.0,3.0
99,3,1,1,0,1,0,0,0,1,0,60.0,40.0,5.0,4.75,26.0,0.15,0,50.0,2,0.0,24.0,1.23,,2.3,8.0,6.0,2,1,121892,6.0,30.0,50.0,4.0,5.05,15.0,0.25,1.0,2.0,0.0,24.0,1.22,1.17,2.32,5.0,2.0
101,3,0,1,0,1,0,0,0,1,3,4.5,15.0,3.0,4.75,26.0,0.15,0,80.0,2,7.0,15.0,1.2,1.18,1.06,6.0,4.0,1,1,111392,,10.0,12.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,15.0,1.15,1.1,1.05,8.0,3.0
102,3,0,1,1,0,0,0,0,0,2,12.0,13.0,3.0,4.4,52.0,0.2,0,15.0,2,7.0,16.0,1.06,0.91,1.07,6.0,4.0,1,1,111392,,0.0,27.0,2.0,5.05,52.0,0.25,0.0,2.0,7.0,15.0,1.07,1.01,1.05,5.0,5.0
104,4,0,1,0,1,0,0,0,1,0,40.0,20.0,3.0,4.62,4.0,0.32,1,50.0,2,10.5,11.5,0.95,0.84,0.94,2.0,2.0,1,1,111492,1.0,11.0,10.0,3.0,5.05,26.0,0.08,1.0,2.0,10.5,12.5,1.0,0.84,0.94,2.0,2.0
105,1,0,1,0,0,1,0,0,0,2,0.0,40.0,4.0,4.25,10.0,,0,50.0,2,6.5,16.5,0.96,1.0,1.03,4.0,2.0,1,1,111092,,0.0,45.0,4.0,5.05,13.0,0.25,0.0,2.0,6.5,16.5,1.05,0.99,1.16,4.0,3.0
106,1,0,1,0,0,1,0,0,0,0,0.0,35.0,3.0,4.25,26.0,0.27,0,65.0,3,7.0,16.0,1.06,0.95,0.95,2.0,1.0,1,1,111092,,2.0,25.0,3.0,5.05,26.0,0.2,0.0,0.0,7.0,16.0,1.05,0.95,0.95,2.0,2.0
107,1,1,1,0,0,1,0,0,0,0,6.0,11.0,3.0,4.25,8.0,0.32,0,40.0,1,8.0,14.5,1.17,0.95,0.95,3.0,3.0,2,1,123092,9.0,13.5,10.0,2.0,5.05,,,0.0,1.0,8.0,14.0,,1.01,1.0,4.0,2.0
108,1,0,1,0,0,1,0,0,0,2,13.5,15.0,4.0,4.25,26.0,0.37,1,6.0,1,7.0,17.0,1.27,1.01,1.06,3.0,3.0,1,1,111692,,11.0,24.0,5.0,5.05,26.0,0.15,0.0,1.0,7.0,17.0,1.37,1.02,1.05,3.0,3.0
111,3,0,1,0,0,1,0,0,0,0,17.0,14.0,3.0,4.25,2.0,0.42,0,55.0,3,7.0,16.0,1.17,1.06,1.01,5.0,5.0,1,1,111892,1.0,20.0,14.5,3.0,5.05,26.0,,0.0,2.0,7.0,16.0,1.16,1.16,1.0,5.0,4.0
114,1,0,1,0,1,0,0,0,0,2,0.0,35.0,5.0,4.75,26.0,0.57,1,50.0,2,7.0,16.0,1.07,0.95,0.95,3.0,,1,1,111792,1.0,20.0,40.0,4.0,5.25,26.0,0.25,0.0,2.0,6.5,16.5,1.11,0.94,0.94,3.0,3.0
115,1,0,1,0,1,0,0,0,0,0,20.0,25.0,4.0,4.75,4.0,0.3,0,25.0,1,7.0,17.0,1.06,0.95,1.06,4.0,3.0,1,1,111092,,6.0,15.0,4.0,5.05,,,,1.0,7.0,17.0,1.05,0.95,1.01,4.0,4.0
116,1,0,1,0,1,0,0,0,0,0,4.0,22.5,2.0,4.25,18.0,0.37,0,90.0,2,8.5,13.0,1.49,1.02,1.11,7.0,3.0,1,1,111092,,22.0,12.0,3.0,5.05,13.0,0.45,1.0,2.0,8.5,13.0,1.39,0.95,1.21,8.0,2.0
118,1,0,1,0,0,1,0,0,0,3,10.0,15.0,4.0,4.25,26.0,0.15,0,70.0,2,7.0,15.0,1.06,0.95,1.01,4.0,2.0,1,1,111692,,18.0,20.0,3.0,5.05,26.0,0.38,0.0,2.0,7.0,15.0,1.05,0.94,1.0,4.0,2.0
119,1,0,1,0,0,1,0,0,0,2,12.0,19.0,3.0,4.75,13.0,0.27,1,50.0,3,6.5,16.5,1.06,0.91,0.95,3.0,3.0,1,1,111692,1.0,18.0,13.0,4.0,5.05,26.0,,0.0,3.0,6.5,17.5,1.05,0.89,0.95,3.0,3.0
120,1,1,1,0,1,0,0,0,0,3,0.0,32.0,3.0,4.5,,,0,,2,7.0,16.0,1.13,0.98,1.04,3.0,2.0,1,1,111992,3.0,0.0,30.0,4.0,5.05,,,0.0,2.0,7.0,16.0,1.05,1.05,1.05,3.0,2.0
122,1,0,1,0,0,1,0,0,0,0,1.0,38.0,5.0,4.25,4.0,0.2,0,70.0,1,9.0,12.5,,1.12,1.12,5.0,3.0,1,1,111092,,10.0,50.0,6.0,5.05,26.0,0.1,0.0,1.0,9.0,12.5,1.15,0.94,1.15,6.0,4.0
124,1,0,1,0,1,0,0,0,0,1,8.0,10.0,3.0,4.25,13.0,0.25,0,14.0,2,8.0,15.0,1.06,0.91,1.04,2.0,2.0,1,1,111092,,21.0,6.0,4.0,5.05,13.0,0.5,1.0,3.0,7.0,15.0,1.16,0.94,1.12,2.0,2.0
125,2,0,1,0,1,0,0,0,0,0,15.0,0.0,4.0,4.5,26.0,0.25,0,100.0,1,10.0,12.5,0.91,0.85,2.34,3.0,2.0,1,1,111492,,0.0,15.0,2.0,5.05,52.0,0.4,0.0,1.0,10.0,12.0,1.01,1.01,2.49,4.0,3.0
130,3,1,1,0,1,0,0,0,0,2,7.0,25.5,3.0,4.5,19.0,0.3,0,15.0,2,5.0,18.0,1.12,1.07,1.0,4.0,3.0,2,1,122192,6.0,2.0,38.0,4.0,5.05,4.0,0.15,0.0,2.0,7.0,16.0,1.11,1.06,1.05,5.0,3.0
132,3,1,1,0,1,0,0,0,0,0,20.0,20.0,5.0,4.5,26.0,0.25,0,80.0,2,0.0,24.0,1.28,1.06,2.3,5.0,3.0,1,1,111692,,15.0,20.0,3.0,5.5,52.0,0.25,0.0,2.0,7.0,14.0,,,,2.0,2.0
133,3,1,1,0,1,0,0,0,0,0,6.0,16.0,2.0,4.75,26.0,,0,99.0,2,6.0,17.0,1.12,1.07,1.06,4.0,3.0,1,1,111392,,3.0,20.0,3.0,5.05,26.0,,0.0,2.0,7.0,15.0,1.11,1.06,2.11,5.0,3.0
134,3,0,1,0,1,0,0,0,0,2,5.5,25.0,3.0,4.62,,,0,42.0,2,6.0,16.0,1.09,,0.95,4.0,3.0,1,1,111392,,6.0,27.5,3.0,5.05,52.0,0.25,0.0,2.0,6.0,16.0,1.11,1.06,0.94,4.0,3.0
136,3,1,1,0,1,0,0,0,0,2,14.5,14.5,5.0,4.25,21.0,0.27,0,5.0,2,6.0,17.0,1.12,1.07,1.1,5.0,4.0,2,0,121692,3.0,,,,,,,,,7.0,16.0,,,,,
137,3,1,1,0,0,1,0,0,0,3,15.0,25.0,3.0,4.25,26.0,0.15,0,50.0,2,6.0,16.0,1.12,1.06,1.02,6.0,4.0,1,1,111692,1.0,12.0,30.0,5.0,5.05,26.0,0.25,0.0,2.0,7.0,15.0,1.11,1.11,1.05,5.0,3.0
140,4,0,1,0,1,0,0,0,0,0,0.0,40.0,3.0,4.5,26.0,0.37,1,25.0,2,10.5,11.5,0.91,0.86,1.06,2.0,2.0,1,1,111492,,5.0,35.0,5.0,5.67,4.0,0.25,1.0,2.0,10.5,11.5,1.0,0.94,1.05,2.0,2.0
141,4,0,1,0,1,0,0,0,0,0,10.0,15.0,4.0,4.75,13.0,0.27,1,,2,10.5,12.5,1.02,0.91,1.06,2.0,2.0,1,1,111892,2.0,10.0,25.0,3.0,5.05,13.0,0.18,1.0,2.0,10.5,12.5,1.05,0.84,1.34,2.0,2.0
142,4,0,1,0,0,1,0,0,0,0,15.0,35.0,4.0,4.25,26.0,0.15,1,,2,10.0,11.5,1.06,0.95,1.06,2.0,2.0,1,1,111492,,40.0,31.0,5.0,5.05,26.0,0.18,0.0,2.0,10.0,11.5,1.01,0.89,1.26,2.0,2.0
146,1,0,1,0,0,1,0,0,0,3,8.0,20.0,5.0,4.8,26.0,0.25,1,,2,7.0,16.0,1.06,1.0,1.06,4.0,3.0,1,1,111092,,0.0,32.0,4.5,5.05,26.0,0.17,0.0,2.0,7.0,16.0,1.05,0.99,1.05,4.0,3.0
149,1,0,1,0,0,1,0,0,0,1,0.0,20.0,4.0,4.5,26.0,0.27,0,50.0,3,7.0,16.0,1.06,0.95,0.95,2.0,1.0,1,1,111092,,8.0,10.0,3.0,5.05,26.0,0.25,0.0,2.0,7.0,16.0,1.05,0.94,0.94,2.0,2.0
150,1,0,1,0,0,1,0,0,0,2,0.0,27.5,3.5,4.67,26.0,0.27,1,2.0,2,7.0,16.0,1.23,0.89,0.89,3.0,3.0,2,1,123192,8.0,12.0,20.0,3.0,5.75,28.0,0.58,0.0,2.0,7.0,15.0,1.11,0.88,0.88,3.0,2.0
156,1,0,1,0,0,1,0,0,0,0,8.0,15.0,3.0,4.87,6.0,0.25,0,0.0,1,7.0,15.0,1.06,0.95,1.02,8.0,3.0,1,1,111092,,2.0,18.0,2.0,5.05,,0.3,0.0,2.0,7.0,15.0,0.95,0.94,1.01,3.0,
158,2,0,1,0,0,1,0,0,0,1,2.0,7.0,3.0,4.5,4.0,0.12,0,55.0,1,11.0,10.0,0.92,0.7,2.34,3.0,3.0,1,1,111192,,3.0,4.0,4.0,5.05,13.0,0.25,0.0,1.0,11.0,11.5,0.95,0.94,2.49,3.0,2.0
159,2,0,1,0,0,1,0,0,0,8,6.0,12.0,2.0,4.5,4.0,0.12,0,22.0,1,10.5,10.5,0.98,0.85,2.34,3.0,3.0,1,1,111492,,10.0,5.0,4.0,5.25,13.0,0.25,0.0,1.0,10.5,11.5,0.95,0.84,2.49,4.0,3.0
162,3,1,1,0,0,1,0,0,0,2,0.0,40.0,3.0,4.75,26.0,0.17,0,45.0,2,6.0,16.5,1.12,1.02,1.06,,1.0,1,1,111292,,3.0,30.0,3.0,5.05,26.0,0.18,0.0,2.0,7.0,15.5,1.11,1.01,1.05,6.0,5.0
166,4,0,1,0,0,1,0,0,0,0,8.0,32.0,5.0,4.75,26.0,0.25,1,40.0,2,10.5,11.5,0.95,0.85,1.06,2.0,2.0,1,1,111392,1.0,0.0,35.0,4.0,5.05,26.0,0.18,0.0,2.0,10.5,12.5,1.11,0.84,1.26,2.0,2.0
168,1,0,1,0,0,1,0,0,0,0,5.0,20.0,4.0,4.25,4.0,0.25,1,50.0,1,7.0,15.0,1.06,0.95,0.95,3.0,3.0,1,1,111692,,0.0,32.0,4.0,5.25,10.0,0.18,0.0,1.0,6.0,16.0,1.11,0.95,1.14,3.0,1.0
171,1,1,1,0,0,1,0,0,1,0,2.0,32.0,3.0,4.25,8.0,0.25,0,,2,7.0,16.0,1.09,0.95,1.04,3.0,3.0,1,1,111092,,10.0,12.5,5.0,5.05,4.0,0.1,1.0,2.0,7.0,16.0,1.18,1.04,1.03,3.0,3.0
172,1,0,1,0,0,1,0,0,0,0,0.0,24.0,5.0,4.75,13.0,0.25,0,0.3,1,9.0,12.5,1.12,1.02,1.06,5.0,4.0,1,1,111692,2.0,7.0,23.0,3.0,5.05,8.0,0.18,0.0,1.0,9.0,13.0,1.11,1.01,1.05,6.0,3.0
173,1,0,1,0,0,1,0,0,0,3,6.0,40.0,10.0,4.85,26.0,0.15,0,50.0,2,6.5,17.5,1.06,0.95,0.98,4.0,3.0,1,1,111792,1.0,11.0,30.0,5.0,5.05,26.0,0.15,0.0,2.0,6.0,18.0,1.05,0.94,1.04,4.0,3.0
174,1,0,1,0,0,1,0,0,1,2,11.0,20.0,4.0,4.75,26.0,0.15,0,50.0,2,7.0,16.0,1.18,0.88,0.98,4.0,3.0,1,1,111092,,20.0,20.0,3.0,5.05,4.0,0.2,0.0,2.0,7.0,16.0,1.05,0.9,0.98,3.0,3.0
176,1,0,1,0,0,1,0,0,0,0,15.0,21.0,4.0,4.62,13.0,0.12,0,20.0,1,7.0,16.0,1.06,,1.05,4.0,4.0,1,1,111792,1.0,20.0,27.5,4.0,5.05,,,0.0,2.0,7.0,16.0,1.04,1.06,,,
178,2,1,1,0,0,1,0,0,1,0,13.0,12.0,3.0,4.25,52.0,0.2,1,96.0,1,11.0,10.0,0.91,0.85,2.34,3.0,2.0,1,1,111191,,1.0,10.0,3.0,5.05,26.0,0.25,1.0,1.0,11.0,10.5,1.01,0.94,2.64,3.0,2.0
179,2,0,1,0,0,1,0,0,0,2,2.0,12.0,3.0,4.25,13.0,0.25,1,90.0,1,10.5,10.5,0.91,0.91,2.34,3.0,3.0,1,1,111892,3.0,2.0,10.0,4.0,5.05,26.0,0.2,0.0,1.0,10.5,11.0,0.94,0.84,2.49,3.0,3.0
180,2,0,1,0,0,1,0,0,1,0,8.0,3.0,4.0,4.5,26.0,0.25,0,30.0,2,11.0,11.0,1.06,1.01,2.66,4.0,2.0,1,1,111192,,0.0,17.5,4.0,5.05,,,0.0,2.0,11.0,12.0,1.05,1.05,2.85,4.0,4.0
182,2,0,1,1,0,0,0,0,1,0,3.0,15.0,3.0,4.5,4.0,0.25,1,100.0,2,11.0,11.0,1.06,1.01,2.66,4.0,3.0,1,1,111192,,0.0,15.0,3.0,5.05,26.0,0.25,0.0,2.0,11.5,10.0,1.05,1.0,2.73,4.0,3.0
183,2,0,1,0,0,1,0,0,0,0,12.0,4.0,4.0,4.62,20.0,0.33,0,100.0,3,11.0,11.0,1.06,1.01,2.66,4.0,3.0,1,1,111892,4.0,15.0,10.0,2.0,5.05,13.0,0.25,0.0,2.0,11.0,10.5,1.05,1.0,2.75,4.0,3.0
185,2,0,1,0,1,0,0,0,1,0,2.0,9.0,3.0,4.5,13.0,0.2,0,100.0,2,11.0,10.5,1.06,1.01,2.66,4.0,4.0,1,1,111192,,2.0,6.0,3.0,5.05,26.0,0.25,1.0,1.0,11.0,10.5,1.05,1.0,2.75,3.0,3.0
186,3,0,1,0,0,1,0,0,0,3,10.0,20.0,4.0,4.75,26.0,0.15,1,50.0,2,6.0,16.0,1.12,1.02,0.95,5.0,3.0,1,1,111892,3.0,12.0,18.0,4.0,5.05,26.0,,0.0,2.0,6.0,16.0,1.17,1.06,0.95,5.0,3.0
189,3,0,1,0,0,1,0,0,0,0,4.0,15.0,3.0,4.75,39.0,0.2,0,95.0,2,7.0,15.0,1.12,1.07,1.12,4.0,2.0,1,1,111292,,0.0,19.0,3.0,5.05,52.0,0.2,0.0,2.0,7.0,15.0,1.11,1.06,1.05,5.0,3.0
192,4,0,1,0,0,1,0,0,0,2,20.0,10.0,4.0,4.87,26.0,0.17,1,10.0,2,10.0,12.0,0.91,0.85,1.06,2.0,2.0,1,1,111392,,4.5,30.0,3.0,5.25,19.0,0.18,0.0,2.0,10.5,12.5,1.05,0.84,1.26,2.0,2.0
193,4,0,1,0,0,1,0,0,1,3,1.0,13.0,3.0,4.5,13.0,0.12,1,,2,10.0,11.0,0.95,0.85,0.99,2.0,1.0,1,1,111792,2.0,4.0,9.0,3.0,5.05,26.0,0.13,1.0,2.0,9.0,13.0,1.01,0.9,1.26,2.0,1.0
195,4,0,1,0,0,1,0,0,1,3,0.0,30.0,3.0,4.25,26.0,,1,100.0,2,10.5,11.5,1.06,0.85,1.06,2.0,2.0,1,1,111892,2.0,8.0,25.0,3.0,5.05,26.0,0.15,0.0,2.0,10.5,12.5,0.94,0.84,2.11,2.0,2.0
198,1,0,1,0,0,1,0,0,0,0,,,4.0,4.25,4.0,0.12,1,65.0,3,7.0,16.0,1.06,0.95,0.95,3.0,3.0,1,1,111792,8.0,10.0,32.0,4.0,5.05,26.0,0.15,0.0,2.0,7.0,16.0,1.05,0.94,0.94,3.0,3.0
199,2,0,1,0,0,1,0,0,0,0,0.0,12.0,3.0,4.35,,0.12,0,25.0,1,11.0,10.0,0.85,0.8,2.34,4.0,3.0,1,1,111192,,11.0,3.0,4.0,5.05,2.0,0.45,,1.0,11.0,10.5,0.91,0.9,2.45,4.0,3.0
200,1,0,1,0,0,1,0,0,0,0,0.0,60.0,3.0,4.25,9.0,0.2,1,15.0,2,6.0,18.0,1.06,0.91,0.98,4.0,3.0,1,1,111092,,5.0,40.0,4.0,5.05,52.0,0.25,0.0,2.0,6.5,17.5,1.05,0.94,0.98,5.0,4.0
201,1,0,1,0,0,1,0,0,0,0,0.0,33.0,3.0,4.5,26.0,0.35,0,65.0,2,7.0,17.0,1.06,1.02,0.95,3.0,3.0,1,1,111092,,16.0,22.0,3.0,5.05,26.0,0.28,1.0,1.0,7.0,17.0,1.05,0.95,0.95,3.0,3.0
202,1,0,1,0,0,1,0,0,0,2,30.0,14.0,4.0,4.25,4.0,0.37,1,15.0,2,6.0,19.0,1.17,0.95,0.63,3.0,3.0,1,1,111692,,13.0,11.0,4.0,5.05,4.0,0.08,0.0,3.0,6.0,19.0,1.15,0.95,0.64,3.0,3.0
203,1,0,1,0,0,1,0,0,0,2,9.0,12.0,2.0,4.25,26.0,0.15,0,50.0,2,7.0,17.0,1.06,0.95,0.95,3.0,3.0,1,1,111092,,4.0,34.0,3.0,5.05,26.0,0.18,0.0,0.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0
